@relation 'R_data_frame_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.645V2-0.63V3-0.295V5-0.278V4+0.149V1 numeric
@attribute '-0.772V1+0.45 V4-0.281V3+0.271V5-0.221V2' numeric
@attribute 0.608V1+0.546V5+0.523V4-0.197V3-0.142V2 numeric
@attribute 0.736V5-0.663V4-0.107V1-0.08V2+0.006V3 numeric
@attribute Class {1,2}

@data
0.058712,-1.695366,1.902415,-1.336889,1
0.457295,-0.115696,0.651011,-0.061551,1
0.586985,-0.319032,0.774856,0.131548,1
-1.2751,1.210726,1.257073,-0.821242,1
0.810441,-0.637365,-0.508646,0.834186,1
0.237642,-0.496642,1.642636,-0.361814,1
-0.026991,0.116948,0.9029,-0.347159,1
-6.832319,-1.198575,0.207285,0.559432,1
-0.125793,1.664436,-0.779628,-0.634746,1
0.066069,-0.378605,0.187987,-0.312392,1
-0.96657,0.947721,-0.334987,-0.867469,1
0.548599,-0.527791,0.163746,0.045277,2
-0.126451,-0.050904,-0.266593,0.058775,1
-0.052839,0.28926,0.210717,-0.831622,1
0.265575,0.761699,0.201097,1.400757,1
1.232935,-0.786289,-0.191325,0.304452,1
-0.30704,1.490367,-0.486879,-2.224415,1
-0.417798,0.868428,-0.403781,-1.191629,1
1.239493,-1.724687,-0.236673,-0.36425,1
0.876993,-0.069525,-0.802043,-0.177144,2
-0.516184,-0.536407,-0.504014,0.43995,1
0.336619,0.39792,0.226794,-0.284536,2
1.975744,-1.182556,-0.892931,0.69414,1
-0.016334,-0.208055,-0.185815,-0.579702,2
0.286673,-1.217601,-0.780989,0.601725,1
-0.009384,1.217854,0.160321,0.353679,1
-0.179466,0.730486,0.382816,-0.188849,1
1.20057,-1.085651,-0.30502,-0.300472,1
-0.575705,-0.498331,-0.965256,-0.269939,1
1.111307,-0.783432,-0.153859,-0.622887,1
0.230837,2.667181,-2.839997,0.025876,1
0.670512,-0.575819,0.247211,1.067818,1
-0.623113,0.956603,0.502551,-1.733043,1
-1.012629,-0.91734,-0.138324,0.718729,1
0.125437,1.144167,-0.315068,-0.109715,1
-2.005114,1.843874,-3.901489,0.023393,1
0.507156,-0.195654,0.326567,0.207215,1
0.666948,-0.806481,0.238908,-0.137253,1
0.124494,2.303009,-1.339408,-0.925674,1
-2.925983,0.425892,1.915509,2.036311,1
0.327729,0.102473,-0.795605,-0.212714,1
1.016625,0.767404,-2.165156,0.268987,1
-0.351425,1.111584,-0.190401,-0.315924,1
-0.27926,-1.57013,-1.230972,-0.629088,1
0.154499,0.64844,-0.615579,-0.119414,1
1.15887,-0.225637,-0.646242,0.680814,1
-0.430075,0.020537,1.373269,-0.316524,1
0.402037,0.013692,0.311258,0.15743,1
-0.593746,0.693972,1.005269,-0.705991,1
-5.642804,-1.027674,-0.305638,0.618331,1
0.550097,-0.72727,-0.248327,-0.117373,1
0.641776,-0.006724,0.443586,1.586036,1
0.561559,-0.043357,0.863333,1.67825,1
1.775687,-0.671886,-1.141415,0.310769,1
0.236628,0.065252,0.59527,0.013895,1
-0.683331,1.230627,0.230227,-0.797567,1
-0.655854,0.587758,0.620056,0.958539,1
0.280993,-0.478477,0.787505,0.099809,2
1.70221,-0.674281,-1.401987,-0.189204,1
1.531642,-1.021371,-0.457733,0.231807,1
0.021923,1.762143,-1.653873,-0.511469,1
-0.689247,0.637653,0.688121,-1.469597,1
-0.180041,1.026232,-0.287902,0.659374,1
1.135646,-1.024172,0.148946,-0.100158,1
-0.046636,1.346466,-0.16089,0.142352,1
-0.57829,0.630852,1.073563,-0.673659,1
2.161419,-1.590271,-1.31438,0.351315,1
-0.613098,0.057709,1.048144,-2.685204,1
-3.377291,-1.898971,-1.78274,-0.774642,1
-0.350969,0.178798,1.756198,0.517543,1
-0.062073,-0.532226,1.263332,-0.128283,1
1.07683,0.11612,-0.958427,0.665736,1
-0.586282,0.64994,0.641741,-1.141869,1
-0.207918,1.706766,-0.671251,-1.043089,1
0.474833,-1.131788,0.148249,1.055636,1
0.419679,0.107722,0.710487,1.934571,1
0.087411,1.049489,-0.051301,-0.121104,1
-0.564004,1.219882,0.578534,-0.780031,1
-0.971208,1.193946,0.901646,-0.40335,1
-1.589356,0.090828,1.298638,1.317023,1
0.423263,0.303861,-1.215418,-0.425659,1
0.02555,0.117802,0.929399,1.201895,1
-0.15925,0.03409,0.117761,2.183358,1
0.228687,0.947164,-0.265411,-0.422532,1
0.173774,0.075929,-1.008083,0.019532,2
0.716735,0.791118,-0.677354,1.344647,1
0.907563,-0.04875,-0.76734,0.105716,1
-0.779219,2.282559,-0.799818,-1.062857,1
0.404065,-0.51938,0.27493,-0.794331,1
-0.572604,0.237966,0.272837,0.017688,1
0.187575,0.734881,0.15772,-0.393375,1
-3.882984,-0.323236,-2.972336,-0.037924,1
-0.269595,1.223624,0.162454,-1.186238,1
1.003036,-0.958859,0.031375,-0.408124,1
-1.685359,0.114625,-1.138804,0.936675,1
0.064566,-0.017499,1.387897,-1.016785,1
1.349642,-0.435951,-0.316038,0.789317,1
-0.144186,0.897288,-1.587846,-0.172992,1
0.362375,-0.110281,0.28268,-0.168259,1
1.254229,-3.128957,2.375661,-1.371699,1
-0.244593,0.316445,0.042915,-1.158212,1
0.291011,0.709888,-0.186764,0.587337,1
-0.410078,1.425725,-0.660262,-0.914463,1
1.06131,-0.087376,-0.120651,1.399816,1
0.071731,0.672904,-0.092906,-0.075864,1
-0.507154,-0.443138,0.56544,1.277609,1
-0.575691,0.278345,2.144847,-0.875864,1
0.278052,0.353608,0.520971,0.632324,1
0.285145,-0.196115,0.847917,0.568384,1
-0.198509,0.948522,0.607119,0.649167,1
-0.798838,-0.98523,-1.255563,0.864379,1
-0.691371,1.802253,-0.260461,-1.823254,1
0.41896,-0.240341,-0.115282,0.008506,2
0.371006,-0.276027,1.03664,0.334236,1
0.584065,-1.049316,-0.772678,1.441934,1
-0.543317,0.989929,-0.348041,-0.963608,1
0.378457,-0.704873,-0.288029,-0.271151,2
-0.279916,-0.114221,0.132502,-0.967992,1
-0.572818,0.984993,-0.304031,-2.099931,1
1.096041,-1.775116,-0.177426,0.664637,1
0.118615,0.071817,1.132906,0.609654,1
0.010149,-0.119608,-0.369718,-0.395146,1
0.105055,0.408117,0.565367,0.319957,1
-0.813877,0.844446,1.109974,-1.943352,1
1.10932,0.441699,-0.789551,0.433238,1
0.072985,2.053477,-1.719353,-1.445537,1
0.155097,-0.324528,0.290861,2.155675,1
0.646746,0.363877,-0.462406,0.406266,1
-0.577171,0.915899,0.394785,-0.549671,1
1.176038,-2.597425,0.567857,-0.955758,1
1.555571,-1.117774,-0.59599,-0.251166,1
1.094931,-1.169093,0.305014,0.093017,1
-0.247196,-0.111123,0.658876,0.088982,1
-0.54182,-0.354714,2.166857,0.244753,1
-0.018558,0.894611,0.078281,-1.385181,1
-0.797983,1.216708,0.560203,-1.854174,1
0.983871,0.843007,-1.770944,-0.156787,1
1.661763,-1.413003,-1.400552,0.799224,1
-0.253431,2.518526,-1.312856,-0.966811,1
0.235359,1.034713,-0.017586,0.252392,1
0.591641,-2.021825,1.988235,-2.397239,1
1.103655,-0.87894,0.402109,0.504118,1
0.463793,-1.363888,-1.800621,0.455083,1
-5.514996,-1.581346,-0.915125,-1.167055,1
0.469953,1.19275,-1.30864,-1.392777,1
0.314405,-0.012728,0.549264,0.489963,1
1.440001,-0.590105,-0.931058,0.339366,1
-12.290189,-3.691471,-2.286441,-1.061632,1
0.370577,-0.274129,-0.611115,-0.345249,1
0.631374,-0.152531,0.652945,0.150511,1
0.15492,-0.499492,0.353716,0.815818,1
-0.051285,1.302982,-0.093304,-1.184587,1
-0.297864,-0.106257,0.762855,-0.776951,1
1.579263,-1.414767,-1.832966,0.383538,1
-0.156637,-0.227734,1.66881,-0.213594,1
0.651552,0.00189,-1.357954,0.704866,2
0.083568,0.370219,-0.259357,-1.83547,1
0.043477,-0.109533,0.474753,-0.282743,1
0.257434,-0.215703,-0.066777,-0.401777,1
0.825977,-0.494617,0.341149,-0.110793,1
0.294437,-1.062396,-0.240805,0.49576,1
1.37532,-0.439678,-0.547273,1.000877,1
0.656087,-0.342242,-0.174684,0.074313,1
-1.083418,1.10193,0.471998,0.359381,1
-0.572248,0.406793,-0.664805,-0.381475,1
0.815126,-0.035462,-0.676465,0.338343,1
0.1753,0.958632,-0.463992,0.07698,1
0.353017,0.249822,0.673959,0.830504,1
0.048533,-0.369162,0.715334,-1.004107,1
-0.611281,1.133562,-0.085168,-0.473833,1
0.874466,-0.475301,-0.071397,0.97638,1
0.50141,0.027428,0.078721,0.505823,1
0.061633,-0.319539,-0.319833,-0.490815,1
0.207999,-1.156842,-0.21979,-0.284195,1
0.23111,1.550532,-0.935955,0.445471,1
1.002168,-1.044385,-0.545679,-0.04255,1
-0.57672,1.143874,0.729958,0.02772,1
-1.723362,-0.872715,-0.267114,1.908571,1
1.562234,-0.913719,-1.018252,0.337125,1
1.708357,-0.887536,-0.273977,0.43299,1
0.01304,-0.14279,0.586112,-1.141896,1
1.065504,-0.734838,-0.36217,0.608559,1
0.763305,0.107913,-0.220387,0.859305,1
1.802947,-0.328871,-1.489363,0.591378,1
1.287317,-1.570053,0.035027,0.347377,1
0.679,-1.638974,-0.61806,0.717703,1
-3.41728,0.670236,0.599903,3.017407,1
0.826933,0.956723,-1.114907,0.567418,1
-0.087243,0.397058,1.156844,1.886801,1
-0.379668,0.332665,0.3586,-0.124285,1
-0.865972,-1.895974,0.143892,0.44227,1
0.201077,0.36412,0.510394,0.049678,1
-0.154289,0.851165,0.404913,-0.422871,1
-0.410275,0.260628,1.188423,-1.189403,1
0.133956,-0.238502,1.068032,-0.325872,1
-0.879143,-0.863797,-0.078355,-0.226506,1
0.095018,1.112299,0.514264,-0.313008,1
0.899936,0.170683,-1.139572,-0.120255,1
1.045701,-1.144025,0.006636,0.072173,1
-0.438754,0.089297,0.358377,0.295996,1
-0.891239,0.550228,-0.170607,-0.526484,1
0.339304,0.020875,0.638476,-0.428461,1
-0.741279,1.404384,0.487286,-0.404431,1
-0.469625,0.839559,-1.46711,0.590829,1
0.095515,-0.367827,-0.734087,-0.255008,1
0.112976,0.12798,0.304672,-1.298942,1
-0.53477,-0.783574,-0.949425,-0.37888,1
0.729967,0.16147,-1.15173,-0.375834,1
0.003617,0.95105,1.096373,0.88416,1
-0.252965,1.404854,0.491074,0.087221,1
1.205218,-0.828849,-0.369476,0.704517,1
1.264745,-0.443887,-0.655941,-0.799222,1
0.920883,-1.015655,-0.439043,-0.554331,1
1.99706,-0.699749,-1.755354,0.240334,2
0.355726,-0.67692,0.606383,-0.459319,1
1.02273,-1.363734,-0.284081,0.041487,2
0.799983,-0.071918,-0.148047,-0.271441,1
0.251611,0.747037,-0.361525,0.251641,1
0.565393,-0.130834,-0.65299,-0.160395,1
0.783051,0.243074,-0.494571,0.181978,1
0.212411,0.289975,0.896969,1.487738,1
-0.324001,0.336973,1.382631,0.173396,1
-0.448118,0.355779,0.662354,-0.917356,1
0.360413,0.077418,-0.707315,-0.007475,2
0.263378,0.444529,-0.110102,0.437344,1
-0.852039,-1.522734,-0.476402,0.644341,1
0.306676,1.348849,-0.313261,-0.284521,1
0.278191,-0.134046,1.054495,-0.205654,1
0.267467,0.112947,-0.111144,-0.011874,2
0.921849,-0.525758,0.285879,-0.083041,1
-0.86826,-0.514479,-1.704388,-0.479717,1
-0.354445,0.132145,1.093818,-1.4381,1
-0.03245,1.316867,-0.446399,0.236459,1
-0.059772,0.21387,-0.716443,0.014896,2
0.177966,0.325473,1.090266,0.503291,1
0.509226,0.436329,0.064969,1.847915,1
-0.594354,-0.75448,-1.504332,-0.248563,1
0.391766,-0.31901,0.783319,-0.362186,1
0.05875,-1.238118,-1.152731,0.816123,1
1.771997,-0.185961,-2.238509,0.414169,1
0.905318,-0.674794,0.363229,0.559872,1
-0.151122,0.446655,0.427633,0.253547,1
0.452021,-3.423296,-0.015361,-0.332808,1
0.957175,-1.644736,-0.191123,0.033401,1
-0.144701,-0.570035,-0.456812,0.392378,1
0.558397,-1.652344,1.642396,-0.754433,1
0.710408,-0.005918,-0.441082,-1.19404,1
-0.326965,-0.220041,0.631644,0.76248,1
0.101373,0.415747,-0.007567,0.20015,2
0.408426,1.215843,-0.937547,-0.1928,1
-0.657601,1.184659,0.092427,-2.047779,1
0.096084,0.688368,0.04439,0.36666,1
0.920427,-0.53414,-0.672075,0.083155,1
-0.022724,0.380188,1.060208,-0.12782,1
-0.17497,1.625306,0.232218,0.399972,1
0.601538,0.294892,-0.612365,-0.627987,1
1.049045,-0.918668,-0.721917,0.877724,1
0.175521,2.247796,-2.057954,-0.287907,1
0.098559,0.87182,-0.286724,1.393584,1
-0.347847,-0.008965,1.295076,0.378894,1
1.299959,-0.217867,-1.439143,0.03808,1
-0.597395,-0.478772,-0.960061,0.020107,1
-0.204286,1.630941,0.502633,1.425261,1
-0.479275,-0.698109,0.803121,0.515911,2
0.845597,-0.725852,0.492121,0.263949,1
-0.585023,1.142178,-0.667438,1.405271,1
0.810717,-0.693538,0.410405,0.512845,1
-0.014743,-0.243783,1.563957,-0.2375,1
1.00099,-1.086968,-0.599737,0.108437,1
-0.566555,-0.157913,2.045924,-1.05456,1
-0.334533,-0.4411,-1.046402,-0.627373,1
0.09973,1.056909,0.064764,-0.941955,1
-0.563665,2.182724,-0.38941,-1.144557,1
-0.36415,0.648573,0.92178,-1.245873,1
1.193612,-1.578621,0.42638,-0.500401,1
0.269603,-0.113787,0.858861,0.195717,1
0.655676,0.345933,-0.574159,0.690754,1
-1.734494,-1.427916,-1.316114,-0.196737,1
-3.441997,-1.001579,-2.389423,-0.347121,1
-0.200154,0.474734,-2.593168,-0.270955,1
-13.312068,-3.249013,-2.08043,-2.14731,1
-0.351568,-1.267352,-0.123379,-0.519133,1
0.049985,0.543303,0.284114,0.055074,1
0.100144,0.18926,1.121069,-0.027346,1
0.503258,1.911027,-1.54925,0.521811,1
0.924485,-0.462502,0.184503,0.275066,1
0.702879,-1.121526,0.713269,-0.333929,1
-0.786791,0.90945,0.453745,0.185647,1
1.110435,-0.981184,0.170411,0.358315,1
0.641158,0.523415,-0.059992,1.395553,1
0.562988,-0.353804,0.472582,0.633567,1
0.302752,-0.394744,-0.843473,1.102568,1
0.132396,0.333711,0.5751,0.074563,1
1.127539,-0.548919,-0.391457,0.21364,1
0.724297,0.166532,-0.093096,0.361322,1
-0.347894,0.182392,0.435435,0.008023,1
-0.048188,-0.51169,-0.204958,0.958235,1
-0.118293,-0.039513,1.431684,0.926356,1
0.73154,1.206577,-2.678533,1.047529,1
-0.530826,1.304613,0.175494,-0.636808,1
0.118081,-0.017712,-0.967675,-0.450409,2
0.48638,0.295131,0.040844,0.024683,1
0.113189,-0.972264,0.081744,0.378445,1
-0.464505,0.599421,0.854785,-2.294027,1
0.277279,0.701505,0.053717,0.865671,1
0.39789,0.263859,0.004419,-0.458915,1
0.024758,0.44326,0.60728,0.451182,1
2.091397,-1.054583,-1.415707,0.57927,1
1.20576,-0.69976,-0.398725,0.969821,1
0.17258,-1.388022,1.467938,-1.039788,1
0.255772,0.86534,0.062901,0.538674,1
1.026423,-0.828197,-0.296124,0.266581,1
0.406086,0.805091,-0.331506,0.603038,1
-0.621707,-1.342061,-0.982529,-0.407656,1
0.593097,2.152042,-2.398552,-0.865947,1
1.297307,-0.72668,-0.137588,-0.310059,1
-0.150626,0.866526,1.340768,-0.870051,1
0.729891,-0.440405,-0.569804,0.745125,1
0.899793,-0.424953,-0.260394,0.514696,1
-0.977498,-0.897327,-0.622772,1.770834,1
0.199251,0.333752,0.513527,-0.045641,1
-0.657212,1.878455,-0.031114,-0.400006,1
-0.326405,-0.660511,-1.085358,-0.174601,1
-0.588656,-0.494179,-0.367418,0.58071,1
0.148354,0.816567,-0.98939,-0.726645,1
-0.503757,1.038263,0.240488,-0.266179,1
0.292883,2.288347,-2.259901,-0.161745,1
1.869749,-0.376395,-1.439487,0.247294,1
0.352556,0.642996,0.523716,1.303845,1
-0.050355,0.393862,0.724011,0.007839,1
-0.257941,0.44604,1.213186,-0.534578,1
0.37645,0.274035,0.378699,0.509496,1
0.571658,-0.647999,0.329918,0.163606,1
0.077622,0.492293,0.568513,-0.573027,1
0.658956,-0.508566,0.150738,-0.527273,2
0.580746,-0.775954,0.257037,-0.205544,1
0.574347,-1.406136,1.392773,-1.291538,1
1.055837,-1.049902,-0.657071,0.050943,2
0.445769,-1.04428,1.478797,-0.960206,1
-0.019163,0.495546,1.105236,0.032066,1
0.333245,0.297437,-0.068576,-0.466764,1
0.04589,-1.368671,1.739139,-1.370009,1
1.205428,-0.764972,-0.068906,0.968189,1
-0.089299,0.820343,-1.344048,0.388046,1
-0.112157,1.201584,0.735977,1.418212,1
-0.361584,0.592468,-0.085685,-0.004591,1
1.06631,-0.383708,-0.342233,0.516181,1
-0.046992,1.964932,-1.293048,-1.225847,1
0.408193,-0.479681,0.978336,0.792062,1
0.580933,-0.722853,-0.282084,0.552132,2
0.335192,-0.936831,0.00372,-0.493994,1
-0.37692,0.84576,1.038778,-0.322712,1
-2.662449,-1.0694,-1.822214,-0.274831,1
-0.734957,1.145419,0.796052,-1.425086,1
0.470889,-0.273467,-0.183716,0.372603,2
-2.838159,-1.967015,-1.494804,-0.480071,1
0.714865,-0.614974,0.50413,0.485407,1
-0.515296,-1.073866,-1.161467,0.118689,1
-0.530223,1.349497,1.293213,-0.430611,1
0.077109,0.789626,-0.588511,-0.488854,1
-0.70515,0.060662,1.322541,-1.425611,1
-0.161743,0.849986,-0.34045,0.368234,1
-0.132831,-0.040883,1.650715,0.376768,1
-0.059435,-0.567808,-0.068672,-0.724276,1
-0.633144,-0.558606,1.521306,-2.270202,1
0.529383,1.030627,-0.597949,1.038384,1
1.764357,-0.135848,-2.121773,1.152925,2
0.537909,-0.643813,0.102766,1.009317,1
-0.426123,1.774767,0.624713,0.329468,1
-2.729056,2.054988,-3.213872,1.418858,1
0.373758,-0.431618,0.907463,-1.120291,1
0.478965,0.874846,-1.085945,0.140925,1
0.335134,0.62924,0.375072,0.747326,1
1.18435,-0.379973,-1.118886,0.43432,1
1.103106,-0.535771,-0.653946,0.343679,1
0.396193,0.622708,-1.025963,-0.306449,1
-0.811653,0.893527,2.373257,2.072022,1
0.050969,-0.335642,1.244169,-0.607952,1
1.185639,-0.678413,-0.154507,-0.013288,1
1.145456,-0.679643,-0.239307,0.307713,1
0.669189,-0.392982,-0.158278,0.519413,1
0.131908,0.623687,-0.999851,0.104913,1
-0.898746,2.544424,-0.608148,-0.710902,1
0.045468,1.926005,-1.538271,-0.827747,1
-0.423299,-0.509762,0.264183,0.519202,1
0.068529,-0.295796,1.267077,-0.367427,1
0.16099,0.27422,0.085967,0.260117,1
0.241682,-0.755263,1.198703,-0.256962,1
0.322365,0.033974,-1.02215,-0.40751,2
-0.985314,0.371281,1.511104,-0.394635,1
0.403624,-0.1552,0.871005,-0.269884,1
0.093177,-0.225798,1.514788,-0.367066,1
0.354356,-1.294897,0.639142,-0.552375,1
1.300038,-0.691996,-0.905165,0.491197,2
0.540186,-1.072742,-0.380163,-0.346856,1
-0.026135,0.625552,-0.900556,-0.699615,1
0.450284,0.963966,-0.352032,0.634263,1
0.03577,-0.125444,-0.364431,-0.257579,1
-3.826284,-2.228119,-1.722132,-0.256348,1
1.100245,-0.763604,-0.51698,0.34145,1
1.524273,-0.355437,-1.479612,0.216691,1
-1.650468,-0.768251,-3.140681,0.304132,1
-0.711581,0.201397,-0.694749,0.136053,1
0.570721,0.95406,-0.484055,0.59069,1
-0.018681,-0.135881,0.92151,-0.058825,1
0.106744,-1.374672,1.854536,-1.659675,1
0.678354,-0.067961,-0.247581,-0.245973,1
-0.397984,1.295164,-0.111327,-0.782954,1
-3.890403,-1.971661,-1.77846,-0.271069,1
-0.135602,-2.045514,0.623488,-0.454409,1
-0.019518,0.485382,0.415739,-0.748392,1
-0.533084,-0.232177,-0.318068,-0.371116,1
0.418477,0.736691,-0.789376,-0.661022,1
0.866251,-0.122208,0.334646,-0.446626,1
0.038667,-0.264744,1.610012,-0.353264,1
-0.161612,-0.738984,-0.31427,-0.140171,1
-0.167332,-1.165355,1.926958,-1.174417,1
-0.828975,0.758295,0.592002,-1.472938,1
-3.684253,-1.667443,-1.824176,0.551045,1
0.724292,0.275757,-0.819336,1.161895,2
0.334874,-0.413673,0.978656,0.438829,1
1.188981,-0.675217,-0.541576,-0.67717,1
-0.298212,1.058675,0.367593,-0.138613,1
-0.545103,1.086298,0.688137,0.759968,1
-0.72614,0.976988,0.838587,-0.460702,1
-0.474737,0.759764,0.277108,-0.446444,1
-0.693516,-0.829529,1.131565,1.689021,1
-0.609469,1.043267,0.428395,-1.238153,1
0.868871,-0.45955,0.228683,-0.399317,1
0.740659,-1.719932,-0.981687,0.450047,1
-0.436714,0.987188,0.379455,-1.187563,1
-5.492981,-2.660249,-2.357457,-0.637976,1
0.79753,-0.147706,-0.52752,0.255521,1
0.595628,-0.29061,0.68546,1.083319,1
-1.416508,-0.342641,-0.301207,-0.178135,1
-0.003103,0.985411,-0.007612,-0.044081,1
-0.560752,1.432885,0.053315,-1.475991,1
-0.198921,0.585688,1.392552,0.024618,1
0.712274,-0.125918,0.615233,0.102245,1
1.20565,0.401768,-1.712444,0.549617,2
0.051994,-0.443685,0.336889,-0.480549,1
0.538838,-0.093273,-0.04404,0.400988,1
0.364224,0.528204,-0.576986,-0.3897,1
-0.219851,1.781521,-0.255993,-0.480358,1
-1.473967,2.162851,2.197385,1.304882,1
0.056403,0.300438,0.024426,0.235211,1
0.992762,0.130469,-0.462428,1.505141,1
0.517196,-0.28411,0.542579,0.938553,1
-0.20495,-0.886673,0.976389,-0.863312,1
-0.075471,-0.75902,-0.128803,0.134329,1
-0.396541,0.530387,-0.076352,0.851057,1
0.758816,-0.621076,0.271221,-0.054869,1
0.961582,-0.575872,-1.123368,0.221375,1
0.177866,1.008943,-0.491407,-0.161801,1
0.157522,-0.699192,1.554103,-0.3012,1
1.246931,-0.541725,-0.491685,1.193808,1
0.226063,0.124795,0.599569,0.630609,1
0.09815,-1.42478,1.867047,-0.624379,1
0.137668,-0.024136,0.605383,-1.078459,1
0.423729,-0.084742,-0.187129,-0.770452,1
-0.143642,0.431916,-1.025103,-0.505153,1
0.137848,-1.569104,-0.234963,0.484925,1
1.984023,-1.069079,-1.40083,0.372815,1
0.586858,-1.034358,0.532151,-0.46307,1
0.040054,0.382559,0.090454,-1.376098,1
0.06339,0.800698,0.271226,0.872245,1
1.62277,-0.618008,-0.601065,0.767937,1
0.123665,-1.014025,-0.113139,0.509405,1
-0.026212,-0.182554,-0.136222,-0.178904,1
1.113262,-0.29932,-0.885566,0.287545,1
-0.658168,-0.475091,-1.152115,-0.302421,1
-1.14867,0.028351,0.140481,0.717997,1
0.152231,0.121914,-0.576612,-0.164096,1
0.386545,0.68304,-0.059408,0.621408,1
0.048729,0.97575,0.364754,1.325503,1
0.586959,-0.378489,0.56535,0.409455,1
1.927543,-1.18799,-1.11788,0.72795,1
0.241312,-0.149876,1.063314,0.730026,1
0.655069,0.130943,0.691396,1.872583,1
1.082699,-0.988046,-0.064078,0.282016,1
1.118121,-1.070915,-0.488369,1.355687,1
-0.579577,-0.411006,1.750186,-1.216567,1
0.579796,-0.709113,0.517188,0.11683,2
-1.68692,-0.682976,0.021367,1.501796,1
-0.343372,0.043451,1.721944,-0.31825,1
0.365779,-0.068065,-0.014568,-0.774985,1
1.083506,-0.388409,-1.026828,0.174473,1
1.280912,-0.732934,-0.451408,0.370862,1
-0.048497,0.440709,0.536544,0.043167,1
0.541558,0.404264,0.25948,1.315087,1
0.385198,-0.235414,0.746939,-0.395687,1
0.031831,0.321521,0.38109,-0.207907,1
-0.650301,1.225181,1.669152,2.390548,1
2.01421,-1.578426,-0.842876,-0.325343,1
-0.179378,-0.348626,1.382319,-1.017124,1
-0.45775,1.996932,0.80054,0.255997,1
-0.012349,0.30766,1.007929,-0.470518,1
0.43265,0.463441,-0.30052,-0.129002,1
1.004325,-0.306144,0.357665,0.790356,1
-0.722352,1.465733,0.846729,0.801595,1
0.511527,-0.334849,0.539487,0.106253,1
-1.355141,0.719667,1.976556,-0.877762,1
0.509038,1.376204,-1.416,0.030604,1
-0.088411,-2.150781,-0.399696,0.422262,1
-0.252081,0.74539,1.5325,0.827681,1
0.950231,-1.05355,-0.599164,-0.260174,2
0.755535,-0.702481,-0.725658,-0.415354,1
0.169203,-0.078051,0.572218,-1.478197,1
0.096943,0.301466,1.232079,0.757756,1
-0.087673,2.042042,-1.118103,0.620556,1
1.058247,-1.428428,1.234446,0.115533,1
0.747175,-0.799369,-0.727015,1.374148,1
0.192421,1.140566,0.190008,2.181956,1
0.367854,-0.48066,0.515389,0.030424,1
-1.022146,1.064973,1.629536,0.877245,1
1.205689,-0.908874,-0.337489,0.259444,1
0.00732,-0.050199,1.104907,-0.90707,1
1.556538,-1.255924,-0.010902,0.046925,1
0.110125,-0.173504,0.700549,-0.530217,1
-0.483361,1.569688,0.286095,0.592283,1
-0.649836,1.124992,0.145096,-1.615523,1
-3.388647,0.089299,1.275715,3.460983,1
0.393756,-1.214142,1.617925,-0.947245,1
1.290437,0.089413,-0.90471,0.959298,1
0.128135,0.21566,-0.640719,0.199867,1
1.76643,-1.623293,-0.111964,-0.172119,1
-0.959949,1.478569,-0.398662,-1.115257,1
0.564206,0.185882,-0.400925,0.394061,1
0.039465,1.755043,-1.659335,-1.562885,1
1.215368,-1.190118,0.2438,0.198184,1
-0.242245,-1.55891,-0.265943,-0.093257,1
-0.18144,-0.421998,2.07243,-0.741941,1
0.034526,-0.355691,-0.805937,0.351669,1
0.847525,-0.627987,0.297149,-0.147509,1
0.944643,-0.893105,0.297981,-0.087714,1
-0.235554,-0.146468,1.57303,-1.512833,1
0.28415,-0.072877,0.75523,-1.36686,1
-0.456567,0.620541,0.506202,-1.217733,1
-0.522924,0.900203,0.663821,-0.170907,1
-0.173572,1.055918,-0.187481,-0.599882,1
-0.864711,0.195519,1.425648,-1.256107,1
-0.144807,1.793312,-0.407342,1.6733,1
0.578915,-0.657158,0.322065,0.219231,1
1.497393,-0.718385,-1.064761,0.451932,2
1.530262,-0.372263,-1.47829,0.25841,1
0.152589,-0.332195,-0.161271,0.167262,1
-0.862285,1.168183,0.707288,-1.499469,1
-0.869915,1.623721,1.134629,-0.692647,1
1.009731,-0.582115,0.124781,-0.567922,1
1.692421,-1.037252,-0.901206,0.75448,1
0.758114,0.532963,0.134844,0.503339,1
0.571297,-0.182437,0.405269,-0.054824,1
-0.34757,0.787825,0.181522,0.346604,1
0.337103,-0.861364,1.222166,-0.5129,1
-0.437537,1.823596,-1.30163,-2.131272,1
1.252862,-0.924316,0.607982,-0.116771,1
-0.761962,-1.422623,-0.593967,0.725726,1
0.176096,-0.641213,1.916333,-1.010008,1
-4.458098,0.564246,0.792027,0.148028,1
1.293024,-0.866023,-0.542831,0.430663,1
-0.723331,-0.177728,0.460464,-0.741785,1
-4.372741,-1.196661,-1.328089,0.779926,1
-0.032954,0.550837,-0.65885,0.77015,2
-0.713058,1.004904,-0.476365,-1.891413,1
0.204593,-0.401211,-0.208191,0.648559,1
0.988555,-1.417306,0.164238,-0.094048,1
1.045654,-1.61142,0.84433,-1.204602,1
-1.024791,1.3492,-0.649057,-1.92861,1
0.523856,1.171331,-0.929317,0.273873,1
0.088139,0.181126,0.994813,1.03835,1
0.462837,-0.71197,-0.808174,-0.272686,1
0.128823,0.548566,-0.344672,-0.83043,1
1.341404,-1.408026,-0.433475,0.201769,1
0.147379,1.657581,-0.470986,1.795334,1
0.249787,-0.178448,0.555779,-0.584671,1
