@relation 'R_data_frame-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@attribute V3 numeric
@attribute V2 numeric
@attribute Class {1,2}

@data
86.76,205.96,1
111.2632,249.1579,1
115.25,214.0417,1
129.0923,251.1077,1
95.7414,212.3276,1
322.75,408,1
107.8824,224.8588,1
93.6,205.4,1
200.8182,297.3636,1
98.8947,219.5,1
76.875,179.625,1
126.1875,239.3125,1
99.5946,217.4865,1
93,209,1
116.9333,245.0667,1
95.1463,208.1707,1
111.1667,243,1
81.8333,179.6111,1
100.2069,223.069,1
139.1778,244.8556,1
111.4286,232,1
94.3778,205.9,1
97.6328,212.8242,1
101.1642,216.5866,1
186.5556,278.2222,1
112.4667,248.0667,1
116.8537,206.8537,2
91.7619,211.5238,1
125.3594,218.0893,1
118.6346,253.5577,1
133.7857,212.5238,2
124.2371,251.3505,1
124.8947,254,1
108.25,208.2812,1
96.7647,212.2941,1
121.7586,238.6552,1
98.5667,214.4,1
121.375,250.375,1
76.8235,183,1
99.7143,220.8571,1
113.4028,215.7222,1
90.7838,201.6937,1
118.9706,240.2353,1
107,221,1
85.9512,186.3171,1
88,202.2,1
117.5,239.1667,1
113.4,241.8,1
104.5455,221.2273,1
118.6765,251.4412,1
83,198,1
92.6319,192.7253,1
98.3636,222.8182,1
89.3404,206.2128,1
104.6667,228.5,1
80.5882,195.8235,1
136.9697,252.9495,1
412.8989,448.1685,1
93.4,213.6,1
96.777,212.2892,1
82.3571,187,1
653.8457,846.8743,1
113.5625,227.7917,1
86.8605,200.6279,1
117.1034,222.4759,1
96.9318,221.4773,1
115.8276,246.7241,1
98.75,204.5,1
104.3929,228.6786,1
113.8974,206.8974,2
109.8375,233.7375,1
109.6923,229.3077,1
108.4643,228.8929,1
87.5904,203.0241,1
128.7792,231.4805,1
75.6585,182.9512,1
95.5444,214.0222,1
129.6111,258.4722,1
137.0208,259.6458,1
91.1132,205.4528,1
96.2381,216.9048,1
88.7442,204.7442,1
106.8065,238.4516,1
116.1852,249,1
90.08,199.68,1
92.8462,210,1
117.7455,244.4545,1
128.7692,244.8205,1
89.6667,208.6667,1
97.0833,215.4167,1
108.2384,234.0397,1
217.4,291.4,1
81.9011,189.8352,1
71.2537,171.5373,1
105.9091,238.4545,1
87.5867,203.12,1
86.4773,197.5182,1
70.0473,172.7703,1
90,202,1
120,235,1
255.4545,316.0909,1
79.2308,193.3846,1
96.6957,212.1304,1
118.5366,242.1382,1
185.4667,285.7333,1
92.9091,216.3636,1
103.8256,222.8023,1
110.973,241.8378,1
103.6667,219.6667,1
157.6667,290.5833,1
91.7826,203.7174,1
92.8667,202.3,1
91.1379,208.7241,1
127.1538,243.8205,1
148.575,258.925,1
96.6269,211.7313,1
109.4,245.1875,1
136,251.25,1
131.1087,237.1848,1
104.1923,230.2308,1
161.1786,275.8929,1
95.9844,214.6875,1
88,202,1
99.8462,212.8846,1
87.85,194.175,1
84.8095,193.4286,1
104,214,1
75.4839,170.6452,2
105.6316,224.3158,1
116.931,197.2069,2
88.8718,201.5897,1
89,222,1
110.6667,210.3333,1
87.8889,199.2444,1
90.8676,204.75,1
105.5128,227.37,1
116.68,246.06,1
121.4384,209.5616,2
98.1,214.9333,1
183.1698,287.5094,1
88.9,199.7,1
95.3548,212.9355,1
114.5,210.3,2
88.0702,196.7719,1
182.7391,288.8261,1
110.4348,245.2174,1
101.7931,215.3793,1
131.027,229.5405,2
89.5746,208.2164,1
88.0333,195.1667,1
175.5933,276.22,1
95,216.6364,1
150.7073,251.8049,1
78.96,178.52,1
85.5385,200.8462,1
108.3343,227.1775,1
163.7857,257.1429,1
107.7143,219.2571,1
140.2371,244.6804,1
98.6667,225.3333,1
96.3158,209.7368,1
123.1587,240.6857,1
117.2712,207.9492,2
89.7692,207.9231,1
117.3077,253.5385,1
100.85,214.8313,1
97.5682,207.2955,1
96.25,219.5,1
92.8182,210.9091,1
94,212.4,1
97.1053,207,1
96,212,1
99,213,1
110.3478,236.3478,1
87.6786,193.3571,1
162.9492,267.678,1
89.2105,206.1579,1
153.3182,234.4545,2
90.5841,200.6903,1
113.5833,253.0833,1
89.8571,203.8571,1
99.92,224.68,1
99.12,215.22,1
115.9231,243.6154,1
147.8264,265.7438,1
96.8571,212.5714,1
106.4286,231.2857,1
113.5,229,1
92.4615,202.8462,1
96.8615,213.7692,1
90.713,202.7037,1
230.7143,329.0714,1
302.5417,403.75,1
140.75,264.625,1
710.5,857.5,1
151.0769,269.7692,1
99.0909,221.3636,1
95.9565,214.1304,1
82.6,195.2,1
88.3393,194.75,1
99.1538,214.1538,1
120.9583,250.7188,1
86.2245,198.4082,1
84.4615,190.1795,1
92.7917,208.1417,1
117.8,231,1
96.359,217.8205,1
84.35,197.95,1
88.0652,196.7391,1
119.194,241.403,1
130.8696,236.5518,1
100.95,222.85,1
104,199,1
109.0308,239.4923,1
145.3846,215.1538,2
91.7778,206.8148,1
127.8636,237.8636,1
109.035,249.8531,1
90.233,208.1456,1
95.4074,214.3333,1
101.9844,214.7196,1
72.5758,168.4242,1
84.1633,193.2041,1
116.3333,235,1
90.4865,205.7027,1
92.7853,204.0678,1
91.9256,202.1488,1
180.2571,281.9143,1
88,199.5,1
80.7746,190.507,1
94.5,213.5,1
104.6321,207.0943,1
88.6316,203.7982,1
144.9857,315.3429,1
99.25,211.25,1
111.8,231.8,1
150,268.5876,1
151.8094,263.5518,1
102.2941,232.5882,1
113.5102,238.0204,1
94,207,1
74.25,165,1
88.7037,193.1852,1
102.1119,221.8657,1
103.6081,227.4865,1
96.875,201.5,1
99.125,215.625,1
96.25,220.5,1
112.6905,197,2
99.4483,222,1
101.125,221.5,1
114.5385,194.9615,2
99.1111,219,1
96.0455,213.9697,1
101.1224,214.1837,1
117.3333,239.3333,1
84.7397,187.5616,1
120.4,235.4,1
91.1111,205.4444,1
117.915,242.0405,1
84.179,195.3013,1
97.5556,225.4444,1
97.98,207.66,1
125.4074,201.3056,2
113.3836,239.5479,1
106.2358,224.3659,1
268.087,365.6087,1
113.9383,246.3827,1
119.3226,200.871,2
289.2667,380.6,1
91.2037,205.8333,1
178.3333,268,1
98.8372,223.3488,1
102.7879,228.9091,1
116.0741,265.2222,1
110.9062,228.5312,1
101.7073,221.122,1
127.6744,247.6047,1
126,268.6,1
85.3548,195.4194,1
79.2222,171.2222,2
104.4079,213.6711,1
96.2368,214.8158,1
217,346,1
98.8889,218.5556,1
97.6667,206.5556,1
90.625,198.9091,1
87.6286,199.2286,1
89.5588,199.1765,1
106.2941,213.2353,1
100.6515,223.7879,1
102.9091,227.8636,1
82.9792,194.7292,1
87.1143,194.0571,1
94.7317,212.9756,1
113.4762,224.7619,1
109.125,246.875,1
99.2917,220.7917,1
140.6639,248.7459,1
103.35,223.05,1
101.7273,221.562,1
104.2,223.8,1
128.3673,215.5714,2
125.0667,259.7111,1
92.8095,210.3333,1
100.6207,216.2414,1
115.75,233.5,1
93.312,188.984,2
114.8293,233.3415,1
112.9767,239.7674,1
89.1538,196.6154,1
117.0853,240.8682,1
271.12,492.52,1
88.6667,204.7143,1
86.7647,180.4706,1
228.2778,340.8333,1
151.1729,261.0602,1
84.5417,195,1
108.3782,225.8235,1
111.75,239.25,1
92.975,209.15,1
108.04,236.92,1
278.6757,482.8919,1
151.5714,260.1429,1
102.6486,226.1216,1
141.4615,264.8077,1
97.619,213.3333,1
83.2143,194.0357,1
99.6316,220.8421,1
146.48,244.4,1
112.7143,250,1
122.625,262.125,1
304.2169,426.6878,1
102.7,189.95,2
99.5455,211.5455,1
85.7692,203,1
102.2903,228.9355,1
109.1944,229.7639,1
113.7427,245.8104,1
117.0667,240.9667,1
143.8182,253.4091,1
113.8033,246.6885,1
90.037,199.6481,1
133.9495,227.1818,1
112.1786,236.9167,1
365.968,559.048,1
91.34,207.42,1
88.094,201.5897,1
180.4375,298.4875,1
99.3043,218.0435,1
110.3333,243.0667,1
95.9524,219.619,1
85.3571,195.7857,1
91.6923,180.4231,2
114.5325,238.2597,1
93.3824,213.4412,1
102,214,1
96,221,1
107.6129,237.129,1
108.2917,223.8542,1
80.9091,186.0909,1
89.3878,210.2245,1
120.5833,255.0833,1
132.7479,247.0252,1
123.0284,237.305,1
92.9038,208.2885,1
103.6857,208.0571,1
95.1304,217.9565,1
101.3333,224.3333,1
80.3,189.75,1
97.073,213,1
109.5,238.75,1
98,232,1
101.7778,222.4444,1
121.6471,248.3333,1
145.5909,242.9545,1
74.1875,176.625,1
107.3846,216.7692,1
104.5455,232.6364,1
96.9744,210.6026,1
72.1429,174.443,1
124.2609,245.7391,1
123.1404,236.1053,1
97.2222,188.0278,1
167.6729,273.2897,1
154,278.4375,1
112.4103,232.4487,1
93.5238,200,1
91.1081,208.1081,1
91.6591,207.2045,1
73.6477,177.7955,1
96,211.1667,1
79.1221,188.6641,1
85.8,206.8,1
95.5667,200.5333,1
115,261,1
111.1111,200.5556,2
194.8182,301.5455,1
105.1818,233.697,1
106.6,217.8667,1
89.5625,204.9375,1
82.6258,193.7226,1
102.4286,223.7857,1
88.8947,190.9474,1
95,215.4286,1
101.9091,226.1818,1
99.5556,214.8889,1
79.9167,175.75,1
113.3429,235.1143,1
93.2581,209.871,1
99.7013,220.1429,1
99.1724,206.2069,1
78.7941,186.9608,1
103.2963,234.5185,1
93.4,212.1333,1
127.2553,268.5426,1
93.5,200,1
167.0909,261.5909,1
94.2143,213.7857,1
114.6389,203.8056,2
104.3333,222.6364,1
100.4242,231.2424,1
90.9808,209.8462,1
95.875,215.5,1
81.75,199.75,1
107.4384,214.7671,1
84.7895,197.4211,1
97.7568,224.8919,1
112.5,244.9,1
88.3365,197.6154,1
101,228.6667,1
77.5625,185.3125,1
102.4667,229.7333,1
103,225.1579,1
112.8857,256.2571,1
223.0714,349.5,1
102.3,222.3,1
74.2857,182.2381,1
112.4444,231.0333,1
77.9,182.9,1
122.7273,269.3636,1
93.3039,210.2549,1
103.6111,228.3889,1
85.3333,196.6667,1
159.2174,262.8261,1
106,229,1
128.6667,243.0185,1
92.7568,201.2973,1
90.7105,203.75,1
107.1053,237.8947,1
99.1111,218.5556,1
116.2992,243.4331,1
110.871,237.129,1
104.2667,231.0444,1
118.4706,268.3529,1
93.5714,210.1429,1
97.3235,217.1176,1
92.3684,178.3684,2
85.48,181.64,1
116.15,232.5429,1
120.907,251.0465,1
109.2174,236.087,1
89.5217,195.6957,1
77.6696,183.0893,1
80.2045,184.75,1
90.4262,209.1311,1
110.2553,235.1277,1
100.375,224.125,1
117.7778,245.2222,1
77.3529,186.9412,1
183.92,278.32,1
99.7059,218.1176,1
299.7143,367.619,1
90,191.0263,1
134.0714,271.1143,1
328.4043,430.5745,1
134.6279,207.907,2
123.0909,269.4545,1
116,229.4242,1
97.8889,212.5,1
93.8462,208.7692,1
130.5,280,1
83.4667,204.1333,1
97.4479,211.5237,1
120.4286,231.1429,1
105.375,226.0625,1
90.3462,202.8846,1
87.1111,198.2222,1
99.4706,225.0294,1
99.7267,216.1491,1
108,230,1
114.1724,237.8161,1
114.7452,248.75,1
162,274.8571,1
94.1923,214.1538,1
88.5769,201.1923,1
94.2353,214.5294,1
104.75,223.75,1
96.3469,213.898,1
100.9,220.4667,1
105.9231,229.8462,1
96.6667,218.2308,1
104.1538,227.6923,1
98.5385,236,1
89.033,198.6813,1
110.4444,249.1111,1
87.5,196.6,1
99.3333,219.4444,1
76.1374,178.1756,1
90.7925,205.8868,1
90.4615,219.5385,1
120.48,251.68,1
84.5652,194.2826,1
99.5208,218.3958,1
85.4516,196.9677,1
126.2105,213.5088,2
87.4433,205.7423,1
85,195.8261,1
78.561,182.0244,1
132.6667,250.6667,1
92.5,213.25,1
143.9167,240.25,1
92.5429,209.6571,1
116.5,249.0833,1
139.0573,240.8282,1
153.1692,256.4769,1
116.84,240.28,1
113.5652,228.087,1
125.1296,235.4815,1
116.8824,243.1176,1
96.2609,213.2174,1
96.4634,221.8537,1
103.6,221.8667,1
109.9565,247.4348,1
78.2558,181.093,1
89.9459,200.2703,1
104.9655,221.0345,1
85.0482,194.4458,1
117.1087,256.1957,1
148.75,268.1,1
132.6222,258.2444,1
87.2857,179,2
95,206.1667,1
113.25,234.8158,1
101.75,217.5357,1
181.9545,292.4091,1
82.25,199,1
107.6,224.7,1
101.5429,237.1143,1
93.9375,208.875,1
96.9444,201.8889,1
89.1346,195.8269,1
142.9767,249.1628,1
113.3235,241.1765,1
114.4828,229.5517,1
95.6696,215.7739,1
131.1413,246,1
168.9756,279.9024,1
116.8438,240.2031,1
87.3929,203.6071,1
95.8182,200.1818,1
114.7273,206.6818,2
91.7619,211.7143,1
92.4338,204.9926,1
97.0227,217.9545,1
108.3793,230.8448,1
69.4162,169.203,1
112,230.6667,1
98.2273,219.0909,1
300.4167,377,1
76.25,183.5,1
101.1304,231.4348,1
88.5385,193.1538,1
88.0145,182.2174,2
96.3125,213.8125,1
126.3,272.4,1
259.6667,358,1
85,199.6522,1
104,241.2,1
108.36,227.88,1
100.0938,227.0938,1
111.25,236.375,1
82.95,183.7,1
113.2,251.3333,1
113.6364,242.9091,1
97.5833,210.7083,1
129.7857,213.1071,2
146.2143,226,2
115.2359,249.6261,1
100.3836,224.2329,1
122,252,1
95.125,206.4107,1
130.8295,261.8977,1
83.0769,186.2308,1
264.75,372.4167,1
127.6452,236.5806,1
190.04,289.08,1
86.8571,203.5714,1
107.3667,243.1,1
88.9551,203.5169,1
91.2535,204.2676,1
102.641,225.1026,1
116,252.6,1
84.899,199.0909,1
132.0526,221.6579,2
96.8,234.6,1
83,199.8125,1
89.8736,201.4615,1
96.2222,215.2222,1
104.4655,230.7241,1
86.5,204.3333,1
123.3333,240.2222,1
82.3947,194.0658,1
86.5465,196.1047,1
99.16,224.52,1
95.8235,207.9412,1
85.4643,192.75,1
92.4348,199.3478,1
110.6509,188.6887,2
103.4167,227.8333,1
103.3696,227.3478,1
102.3846,228.2308,1
110.7042,236.7324,1
110,244.1,1
160.8841,270.6522,1
97.2105,215.9211,1
176.32,305,1
95.4646,210.2727,1
81.9167,191.0833,1
100.4444,213.4444,1
131.385,254.3316,1
160.0465,291.9767,1
129.9043,203.3913,2
124.1481,250.7037,1
97.2857,214.2857,1
106,226.125,1
114.2261,252.3478,1
91.125,206,1
78.7568,192.2703,1
96.0357,222.25,1
96.5238,218.9048,1
102.4435,225.129,1
97.5,216.375,1
156.047,245.7757,1
123.4667,226.4,1
95.6923,212,1
101.9,225.95,1
97.5714,210.2857,1
114.4516,251.828,1
95.3538,210,1
117.8947,207.3684,2
113.5,238.5,1
119.9545,245,1
89.4074,204.4444,1
104.5,223.9167,1
87.2632,204.2105,1
127.3878,244.5306,1
84.1,196.6,1
76.2667,168,1
90,216.1538,1
98.1154,218.0769,1
115.2308,256.7692,1
119.1618,245.1912,1
96.6207,221.8621,1
79.7097,186.5645,1
86.8077,189.5769,1
122.8,263.4,1
151.4857,264.5714,1
96.7,219.6,1
110.8155,211,2
101.8571,229.0571,1
98.8,216.55,1
105.7273,228.5227,1
170.6571,281.4857,1
124.8333,232.1667,1
114.2,237.8,1
288.9737,347.8947,1
109.6982,232.0178,1
89.3333,199.2037,1
84.8558,193.2115,1
121.3333,255.3333,1
88.7692,202.4462,1
101.1532,229.0631,1
106.1429,233.7143,1
101.0755,219.1132,1
94.325,204.55,1
79.7368,183.5789,1
83.3667,194.9667,1
87.1579,207.9474,1
97.439,223.4634,1
122.5882,231.9305,1
125.3333,240.3333,1
117.7548,250.8516,1
79.3103,206.9655,1
91.8,211.4,1
96.8043,217.1739,1
103.2941,218.2353,1
81.4259,189.6111,1
88.4747,200.2879,1
114.6552,205.2414,2
109.375,206.3438,2
104.8333,229.1667,1
94.7895,218.5789,1
122.5,243.0714,1
107.2596,226.7596,1
103.675,204.225,1
85.6341,204.6463,1
140.9688,269.9375,1
90.5,211.5294,1
102.25,222.4167,1
104.75,234,1
112.9667,228.0733,1
100.8,229.4,1
90.1176,202.0706,1
84.069,196.1724,1
83.8053,200.469,1
98,222.5,1
88.2075,196.4151,1
540,709.45,1
90.5,207.3333,1
99.6,220.6,1
77.8272,177.4198,1
108,233,1
79.4545,182.1364,1
164.1935,257.7097,1
101.6761,219.0891,1
89.3333,194.4762,1
123,267,1
120.5,251.7292,1
112.5152,247.6061,1
167.1915,277.3617,1
96,207.4667,1
112.8387,240.6452,1
81.4144,188.2793,1
331.9444,405.7778,1
104.225,221.575,1
83.4259,191.9815,1
84.7351,195.9669,1
111.2222,234.2222,1
93.36,208.28,1
91.75,215.5,1
110.6957,240.087,1
99.1892,212.6486,1
95.2903,207.2581,1
86,194.2857,1
115.9803,230.6316,1
97,205.375,1
102.913,222.4348,1
104.7,231.2,1
96.2571,219.2,1
103.2842,231.8211,1
101.3333,211.0476,1
121.3023,259.6977,1
87.8571,210,1
77.9231,181.75,1
208.7,352.5,1
107.764,219.191,1
85.4,208.8,1
203.5,306.8333,1
94.3846,212.5897,1
98.7333,217.3667,1
103.7353,219.1765,1
114.0145,237.471,1
178.9114,264.1139,1
207.625,322.2656,1
138.3214,262.0714,1
85.1429,199.7143,1
89.4706,198.2353,1
116.039,240.1169,1
105.575,233.1,1
97.9259,211.3704,1
121.5,251.625,1
91.1,198.95,1
109.5,227.3636,1
105.6552,240.6207,1
80.3947,193.3421,1
110.1905,212.3333,1
95.2632,214.1053,1
102.5,218,1
159.4423,261.3077,1
109.1504,210.0177,1
102.5833,224,1
83,198.75,1
78,196.9286,1
105.0833,223.6667,1
105.4,229.2571,1
92.5833,213.5833,1
91.9545,201.2424,1
207.898,307.8776,1
97.9,215.5,1
98.8125,219.6312,1
103.7966,217.5254,1
109.8434,235.9759,1
74.675,178.875,1
86.1429,198.7,1
84.5015,196.8111,1
96.5185,204.9815,1
168.8913,259.9457,1
90.4211,199.4211,1
106,233.9545,1
120,250,1
111.4762,240,1
93.4,202.9,1
88.8,199.4,1
251.5385,340.8077,1
202.6552,322.4207,1
124.0909,221,2
91.449,211.8571,1
137.5,229.75,1
149.8372,234.6512,2
107.2123,229.0755,1
121.4231,210.3462,2
77.7638,179.874,1
112.3288,193.2877,2
128.6842,241.6579,1
95.1618,213.25,1
100.35,227.1,1
104.8846,239.8462,1
97.8667,214.8667,1
97.5238,207.3333,1
92.5377,200.0849,1
129,240,1
114.9167,238.5,1
106.5,236.6875,1
98.2051,202.3846,1
96.75,208.5,1
142.8696,256.2609,1
74.2308,186.9231,1
210.2,304,1
144.4407,255.4746,1
118.3594,245.5,1
112.7396,237.0583,1
96.2113,212.9296,1
80.6087,195.7826,1
87,198,1
91.1935,205.9032,1
74.3498,178.4601,1
339,493.3333,1
107.303,235.4242,1
111.2308,232.5385,1
147.6364,262.8182,1
73.972,181.972,1
125,229.9,1
143.8491,246.1132,1
93.2235,206,1
114.3421,240.5263,1
103.3111,207.1556,1
262.902,366.8627,1
147.2676,254.8873,1
93.1852,202.9259,1
89.7805,179.6098,1
69.4011,169.5267,1
226.2424,321.4848,1
92.5714,208.1429,1
80.5,189,1
100.6316,225.2105,1
107.2889,226.4,1
167.1081,287.4486,1
72.6,178.0333,1
117.4796,243.7551,1
86.6667,196.3889,1
93.25,218,1
90.875,199.8125,1
128.2525,265.2391,1
101.4678,218.0351,1
133.0588,222.3922,2
119.1111,212.4444,2
88.7561,198.3415,1
84.1489,186.2766,1
104.4468,200.1702,1
91.0769,202.6923,1
99.4545,219.3636,1
88,198.2778,1
71.814,175.6279,1
111,237,1
93.0412,214.1959,1
82.2609,191,1
93.6,195.8,1
97.5333,217.6,1
105.9038,231.7308,1
84.3537,192.0244,1
144.4583,267.125,1
120.0526,235.1579,1
127.664,243.8893,1
78.7143,183.1905,1
138.3729,255.0339,1
121.8929,199.3929,2
108.2857,237.1429,1
117.6727,234.8,1
88,203.2,1
93.9333,216.9667,1
114.7419,233.1613,1
98.3333,217,1
322.4444,388.6389,1
94.5938,222.7812,1
111.5954,228.7283,1
90.9333,212.0667,1
129.4602,261.4248,1
78.7407,166.4074,2
167.3684,258.443,1
98.8145,211.8396,1
88.2353,205.8235,1
77.5172,186.4138,1
118.4945,235.7582,1
89.9926,203.4649,1
97.25,197.25,1
99.0417,189.4167,2
201.5806,308.6935,1
228.3333,356,1
155.5667,219,2
83.4444,198.1111,1
86.1477,198.6932,1
84.9355,191.4194,1
92.9565,211.1304,1
87.007,185.4126,1
99.9444,221.9444,1
85.2857,203.8929,1
103.8333,231.3958,1
95.7931,212.7931,1
125.381,212.4762,2
85.2361,196.2222,1
102.1336,229.1659,1
159.7143,275.4286,1
68,164.625,2
170.3413,259.127,1
86.5833,182.1667,1
113.2037,237.5556,1
91.4848,214.3939,1
92.1714,206.8,1
102.0588,222.8235,1
244,372.1267,1
106.9777,235.5826,1
98.6667,215.3333,1
103.2617,224.0841,1
88,211.8,1
223.8571,323.7143,1
123.0306,258.3609,1
112.6842,221.6316,1
84,203,1
86.25,179,2
78.3951,188.0634,1
77.4286,175.2143,1
104.6,229.8,1
133.1818,245.9091,1
109,242,1
113.5,245,1
125.8499,260.5096,1
148.0583,253.4029,1
99.8,220.6,1
256,344.6667,1
76.1667,185,1
103.2941,200.2353,2
108.7727,229.0909,1
113.2857,226.875,1
132,275,1
90.8571,204.1143,1
87.929,198.8579,1
82.4,187.68,1
95.7778,207.1111,1
89.4762,206.1429,1
94.8889,218.8889,1
101.9,231.9,1
74.8824,181.5294,1
82.6,179.4,2
87.8,211.4,1
75.087,165.913,1
661.8151,870.7983,1
80.5,189.5,1
94.4878,209.8049,1
96.8421,216.1404,1
109.3077,245.8462,1
474.2353,472.3431,1
148.272,266.256,1
102.8235,215.4118,1
102.25,223.25,1
192.7843,286.1961,1
93.2,208.3053,1
128.2727,243.4318,1
114.9053,244.2273,1
128.125,259.75,1
96.9167,209.1667,1
144.2667,237.1111,1
98.1264,218.3022,1
109.9762,242.619,1
126.1111,213.6032,2
341.6744,416.3256,1
111.52,237.32,1
108.9545,243.2727,1
77.5,188.6667,1
89.2018,204.307,1
107.04,235.92,1
102.1633,219.3776,1
143.814,262.6977,1
93.5,193.6667,1
109.84,235.6,1
88.7059,208.5882,1
82.2222,199.2778,1
107.8065,231.129,1
221,332.4444,1
94.5185,189.5185,2
156.2429,221.6714,2
80.7383,187.3832,1
83.3125,190.875,1
84,196,1
131.3864,252.1136,1
149.6727,254.3455,1
94.0714,199.4286,1
111.32,244.08,1
110,234.2727,1
127.4211,234.9474,1
103.6491,220.2807,1
90.6739,203.6739,1
204.8061,325.1224,1
112.5667,226.3667,1
91.68,209.16,1
93.4545,214.7273,1
92.7143,204.4286,1
101.25,215.9583,1
99.6667,226.5556,1
122.3607,241.459,1
101.053,218.2056,1
1594.5833,1848.9167,1
228.0208,338.3958,1
98,224.4737,1
83.5263,192.6842,1
140,221.75,2
147.7143,252.9429,1
96.1538,198.9231,1
108.8785,226.6355,1
105.0972,237.2083,1
94.7561,206.9268,1
94.1944,215.5833,1
90.45,205.55,1
91,211,1
84.3333,208.8333,1
88.8242,200.1868,1
83.3333,188.0667,1
98.1429,208.7143,1
96.9032,218.5484,1
105.5455,243.6364,1
223,328,1
148.5138,269.8257,1
85.7234,199.9362,1
106.2963,237.037,1
124.3051,273.8305,1
85.3714,190.6286,1
118.8814,241.8814,1
87.5556,176.8611,2
92.7407,182.2222,1
83,196,1
98.5429,216.2571,1
95.8108,224.5405,1
95.7907,217.4186,1
97.7143,212.5714,1
104.5053,227.6421,1
109.8162,231.3956,1
91.24,209.24,1
91.5417,207.625,1
87.3267,201.9208,1
111.0571,243.2571,1
94.6667,201.6042,1
114,244.875,1
98.4,211.1333,1
92.1759,202.8981,1
89.7931,210.1379,1
204.6286,308.7429,1
85.5,202.15,1
102,225.4667,1
115.0959,192.2329,2
146,270,1
85.5926,200.7037,1
76.6857,186.9429,1
82.1818,199.0909,1
112.8421,244.5789,1
165.3789,280.1579,1
122.306,249.4457,1
93.1471,214.7059,1
158.28,273.36,1
97.7692,219.1538,1
88.2885,202.8462,1
115.9043,235.8404,1
79.7969,185.8594,1
88.6786,198.6429,1
124.4118,232.6471,1
97.0548,219.7808,1
87.375,190.5714,1
96,222,1
87.625,196.375,1
101.8243,224.0405,1
82,202,1
119.6,239.2,1
103.9333,229.3333,1
87.2222,188.037,1
101.1321,226.7453,1
85.7059,195.5294,1
98.5,216,1
86.5,207.5,1
80.08,186.9,1
120.7692,251.7692,1
272.0208,331.9792,1
108.4857,225,1
86.3125,192.625,1
105.5889,230.2889,1
139.9231,253.1987,1
107.6522,234.6087,1
102.1111,220.5556,1
113.1081,238.0541,1
96.1622,200.1351,1
93,215.75,1
131.8333,244.0833,1
104.625,221.125,1
115.7358,258.9623,1
116.1951,233.878,1
123.55,210.25,2
110.4545,236.4545,1
93.55,206,1
102.4706,222.7647,1
118.9302,237.3488,1
86.1163,203.5116,1
113.3333,238.6667,1
113.6667,246.2745,1
94.5833,216.1667,1
94.1818,215.6364,1
142,264,1
92.5909,210.5,1
80.1667,187.3611,1
119.4118,265.9412,1
84.6812,193.2609,1
113.6953,236.5858,1
136.6141,255.4674,1
100.5,219.5,1
103.1364,220.9545,1
169.5942,289.0435,1
107.5,236.875,1
105.8235,231.1569,1
189.1667,279.0702,1
154.6667,287.6667,1
91.6207,206.4828,1
87.9062,196.9062,1
94.9268,211.7073,1
117.2361,209.5602,2
137.1538,261.7692,1
102.8667,212.1333,1
87.3235,200.4412,1
96.5,211.6667,1
99.1429,207.7429,1
88.8929,204.9286,1
135.7857,214.8571,2
255.7727,467.1818,1
135.9011,224.8242,2
119.8298,228.383,1
204.6667,327.75,1
95.3243,217.7027,1
104.4706,212.4118,1
80.7876,185.4513,1
105.8,230.2,1
84.6667,192.5238,1
85.7143,204.7143,1
106.913,228.6522,1
112.6507,228.9178,1
167.3333,262.0889,1
105.7,233.95,1
86.5,202.5,1
120.4,259.7,1
229.2078,444.8275,1
110.5556,227.1111,1
119.3462,259.5385,1
109.3182,226.1364,1
91.9247,203.5591,1
92.2599,202.5367,1
101.6967,228.1721,1
141.4694,226.6735,2
114.7297,234.2568,1
101.98,188.98,2
100.2,213.6,1
82.087,186.9227,1
98.1364,217.2727,1
106.7049,239,1
101.9836,224.9508,1
159.8276,266.0345,1
88.3889,203.1667,1
116.9167,251.75,1
93.6364,203.1818,1
88.75,206.8824,1
92.6,209.9,1
115.4286,230.2,1
80.5593,190.8814,1
109.75,232.25,1
113.3116,240.0435,1
106.4444,224.1111,1
110.2835,192.8031,2
109.5,230,1
154.5469,249.6797,1
127.8734,267.3038,1
100,221,1
81.1136,197.5,1
102.1852,221.2593,1
207,311.3729,1
174.5263,310.5263,1
137.4239,248.4457,1
217.1351,291.7297,1
103.8438,222.6875,1
115.2069,234.1724,1
102.5789,220.4211,1
79.1935,188.3548,1
105,228.2143,1
100.6591,229.0909,1
83.2963,185.9074,1
133,247.75,1
101.7097,226.3871,1
216.3529,318.8235,1
285.871,361.2581,1
110.745,234.305,1
134.1639,272.7705,1
601,779,1
87.1765,191.6863,1
79.2902,181.6425,1
149.25,257.7778,1
608,797,1
86.5,197.5,1
101.6977,219.1628,1
125.4818,243.8636,1
81.6471,189.8235,1
86.6667,212,1
105.0463,227.7954,1
113.75,241,1
114.6078,234.4314,1
82.7381,186,1
566.7576,564.6667,1
139.615,250.7062,1
100.4,216.2,1
106.8727,229.2545,1
78.4,191.7,1
93.8421,206.3684,1
90.9844,203.3438,1
98.8082,212.1781,1
112.3308,234.1923,1
268,438,1
103.2609,226.6196,1
79.6579,188.8684,1
107.0339,230.0508,1
85.2414,205.2069,1
108.2,243.95,1
91,203,1
105.6269,218.0299,1
146.8556,275.8,1
117.6111,253.6111,1
