@relation 'R_data_frame_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R1.0-A5-M-1'

@attribute -0.645V2-0.63V3-0.295V5-0.278V4+0.149V1 numeric
@attribute '-0.772V1+0.45 V4-0.281V3+0.271V5-0.221V2' numeric
@attribute 0.608V1+0.546V5+0.523V4-0.197V3-0.142V2 numeric
@attribute 0.736V5-0.663V4-0.107V1-0.08V2+0.006V3 numeric
@attribute -0.713V2+0.696V3+0.083V4-0.009V5-0.004V1 numeric
@attribute Class {1,2}

@data
0.043477,-0.109533,0.474753,-0.282743,-0.021564,1
0.257434,-0.215703,-0.066777,-0.401777,-0.051426,1
0.825977,-0.494617,0.341149,-0.110793,-0.019914,1
0.294437,-1.062396,-0.240805,0.49576,0.054204,1
1.37532,-0.439678,-0.547273,1.000877,-0.036912,1
0.656087,-0.342242,-0.174684,0.074313,-0.075247,1
-1.083418,1.10193,0.471998,0.359381,-0.096696,1
-0.572248,0.406793,-0.664805,-0.381475,-0.058797,1
0.815126,-0.035462,-0.676465,0.338343,-0.05399,1
0.1753,0.958632,-0.463992,0.07698,-0.050674,1
0.353017,0.249822,0.673959,0.830504,-0.033917,1
0.048533,-0.369162,0.715334,-1.004107,-0.114946,1
-0.611281,1.133562,-0.085168,-0.473833,-0.118468,1
0.874466,-0.475301,-0.071397,0.97638,-0.035859,1
0.50141,0.027428,0.078721,0.505823,-0.060178,1
0.061633,-0.319539,-0.319833,-0.490815,-0.126487,1
0.207999,-1.156842,-0.21979,-0.284195,-0.05028,1
0.23111,1.550532,-0.935955,0.445471,-0.049641,1
1.002168,-1.044385,-0.545679,-0.04255,-0.113984,1
-0.57672,1.143874,0.729958,0.02772,-0.040558,1
-1.723362,-0.872715,-0.267114,1.908571,0.338358,1
1.562234,-0.913719,-1.018252,0.337125,-0.042553,1
1.708357,-0.887536,-0.273977,0.43299,0.063386,1
0.01304,-0.14279,0.586112,-1.141896,-0.111856,1
1.065504,-0.734838,-0.36217,0.608559,-0.104841,1
0.763305,0.107913,-0.220387,0.859305,-0.025517,1
1.802947,-0.328871,-1.489363,0.591378,0.001796,1
1.287317,-1.570053,0.035027,0.347377,-0.071182,1
0.679,-1.638974,-0.61806,0.717703,-0.14242,1
-3.41728,0.670236,0.599903,3.017407,0.546203,1
0.826933,0.956723,-1.114907,0.567418,-0.043504,1
-0.087243,0.397058,1.156844,1.886801,-0.060608,1
-0.379668,0.332665,0.3586,-0.124285,-0.055192,1
-0.865972,-1.895974,0.143892,0.44227,0.089302,1
0.201077,0.36412,0.510394,0.049678,-0.068856,1
-0.154289,0.851165,0.404913,-0.422871,0.03301,1
-0.410275,0.260628,1.188423,-1.189403,-0.044057,1
0.133956,-0.238502,1.068032,-0.325872,0.036784,1
-0.879143,-0.863797,-0.078355,-0.226506,-0.207071,1
0.095018,1.112299,0.514264,-0.313008,0.115277,1
0.899936,0.170683,-1.139572,-0.120255,0.01935,1
1.045701,-1.144025,0.006636,0.072173,-0.097261,1
-0.438754,0.089297,0.358377,0.295996,-0.010803,1
-0.891239,0.550228,-0.170607,-0.526484,0.118931,1
0.339304,0.020875,0.638476,-0.428461,0.043726,1
-0.741279,1.404384,0.487286,-0.404431,-0.122554,1
-0.469625,0.839559,-1.46711,0.590829,-0.049331,1
0.095515,-0.367827,-0.734087,-0.255008,0.075167,1
0.112976,0.12798,0.304672,-1.298942,-0.030118,1
-0.53477,-0.783574,-0.949425,-0.37888,-0.026729,1
0.729967,0.16147,-1.15173,-0.375834,-0.067415,1
0.003617,0.95105,1.096373,0.88416,0.034894,1
-0.252965,1.404854,0.491074,0.087221,0.095514,1
1.205218,-0.828849,-0.369476,0.704517,-0.013087,1
1.264745,-0.443887,-0.655941,-0.799222,0.056826,1
0.920883,-1.015655,-0.439043,-0.554331,0.018471,1
1.99706,-0.699749,-1.755354,0.240334,0.081161,2
0.355726,-0.67692,0.606383,-0.459319,-0.023569,1
1.02273,-1.363734,-0.284081,0.041487,0.308631,2
0.799983,-0.071918,-0.148047,-0.271441,0.019936,1
0.251611,0.747037,-0.361525,0.251641,-0.207138,1
0.565393,-0.130834,-0.65299,-0.160395,0.144927,1
0.783051,0.243074,-0.494571,0.181978,0.007499,1
0.212411,0.289975,0.896969,1.487738,-0.037942,1
-0.324001,0.336973,1.382631,0.173396,-0.0175,1
-0.448118,0.355779,0.662354,-0.917356,-0.058615,1
0.360413,0.077418,-0.707315,-0.007475,0.276432,2
0.263378,0.444529,-0.110102,0.437344,-0.038299,1
-0.852039,-1.522734,-0.476402,0.644341,0.022477,1
0.306676,1.348849,-0.313261,-0.284521,0.101414,1
0.278191,-0.134046,1.054495,-0.205654,0.012236,1
0.267467,0.112947,-0.111144,-0.011874,0.214574,2
0.921849,-0.525758,0.285879,-0.083041,0.049546,1
-0.86826,-0.514479,-1.704388,-0.479717,0.066804,1
-0.354445,0.132145,1.093818,-1.4381,-0.082668,1
-0.03245,1.316867,-0.446399,0.236459,0.038371,1
-0.059772,0.21387,-0.716443,0.014896,0.170554,2
0.177966,0.325473,1.090266,0.503291,-0.022243,1
0.509226,0.436329,0.064969,1.847915,-0.013945,1
-0.594354,-0.75448,-1.504332,-0.248563,0.107003,1
0.391766,-0.31901,0.783319,-0.362186,-0.043342,1
0.05875,-1.238118,-1.152731,0.816123,0.017349,1
1.771997,-0.185961,-2.238509,0.414169,0.027506,1
0.905318,-0.674794,0.363229,0.559872,-0.067496,1
-0.151122,0.446655,0.427633,0.253547,-0.022056,1
0.452021,-3.423296,-0.015361,-0.332808,0.124234,1
0.957175,-1.644736,-0.191123,0.033401,-0.051346,1
-0.144701,-0.570035,-0.456812,0.392378,0.060743,1
0.558397,-1.652344,1.642396,-0.754433,-0.100174,1
0.710408,-0.005918,-0.441082,-1.19404,0.062399,1
-0.326965,-0.220041,0.631644,0.76248,-0.053546,1
0.101373,0.415747,-0.007567,0.20015,0.27835,2
0.408426,1.215843,-0.937547,-0.1928,-0.017354,1
-0.657601,1.184659,0.092427,-2.047779,-0.051027,1
0.096084,0.688368,0.04439,0.36666,0.016725,1
0.920427,-0.53414,-0.672075,0.083155,-0.007354,1
-0.022724,0.380188,1.060208,-0.12782,-0.030666,1
-0.17497,1.625306,0.232218,0.399972,0.016704,1
0.601538,0.294892,-0.612365,-0.627987,-0.021195,1
1.049045,-0.918668,-0.721917,0.877724,-0.077407,1
0.175521,2.247796,-2.057954,-0.287907,0.016952,1
0.098559,0.87182,-0.286724,1.393584,-0.051568,1
-0.347847,-0.008965,1.295076,0.378894,-0.093241,1
1.299959,-0.217867,-1.439143,0.03808,0.018328,1
-0.597395,-0.478772,-0.960061,0.020107,0.074551,1
-0.204286,1.630941,0.502633,1.425261,-0.022792,1
-0.479275,-0.698109,0.803121,0.515911,0.364455,2
0.845597,-0.725852,0.492121,0.263949,0.013486,1
-0.585023,1.142178,-0.667438,1.405271,-0.331073,1
0.810717,-0.693538,0.410405,0.512845,-0.046956,1
-0.014743,-0.243783,1.563957,-0.2375,-0.047184,1
1.00099,-1.086968,-0.599737,0.108437,-0.101565,1
-0.566555,-0.157913,2.045924,-1.05456,0.001477,1
-0.334533,-0.4411,-1.046402,-0.627373,-0.041842,1
0.09973,1.056909,0.064764,-0.941955,0.092584,1
-0.563665,2.182724,-0.38941,-1.144557,0.041784,1
-0.36415,0.648573,0.92178,-1.245873,0.137989,1
1.193612,-1.578621,0.42638,-0.500401,0.014957,1
0.269603,-0.113787,0.858861,0.195717,-0.010968,1
0.655676,0.345933,-0.574159,0.690754,-0.02738,1
-1.734494,-1.427916,-1.316114,-0.196737,0.13246,1
-3.441997,-1.001579,-2.389423,-0.347121,0.120463,1
-0.200154,0.474734,-2.593168,-0.270955,-0.15437,1
-13.312068,-3.249013,-2.08043,-2.14731,-0.17067,1
-0.351568,-1.267352,-0.123379,-0.519133,-0.055602,1
0.049985,0.543303,0.284114,0.055074,-0.054082,1
0.100144,0.18926,1.121069,-0.027346,0.013031,1
0.503258,1.911027,-1.54925,0.521811,0.004612,1
0.924485,-0.462502,0.184503,0.275066,0.052207,1
0.702879,-1.121526,0.713269,-0.333929,-0.009762,1
-0.786791,0.90945,0.453745,0.185647,-0.110157,1
1.110435,-0.981184,0.170411,0.358315,-0.042645,1
0.641158,0.523415,-0.059992,1.395553,0.026182,1
0.562988,-0.353804,0.472582,0.633567,-0.049349,1
0.302752,-0.394744,-0.843473,1.102568,-0.098097,1
0.132396,0.333711,0.5751,0.074563,-0.045301,1
1.127539,-0.548919,-0.391457,0.21364,-0.053694,1
0.724297,0.166532,-0.093096,0.361322,0.039587,1
-0.347894,0.182392,0.435435,0.008023,-0.051235,1
-0.048188,-0.51169,-0.204958,0.958235,0.02143,1
-0.118293,-0.039513,1.431684,0.926356,-0.081188,1
0.73154,1.206577,-2.678533,1.047529,0.098793,1
-0.530826,1.304613,0.175494,-0.636808,-0.067245,1
0.118081,-0.017712,-0.967675,-0.450409,0.50318,2
0.48638,0.295131,0.040844,0.024683,0.002729,1
0.113189,-0.972264,0.081744,0.378445,-0.002503,1
-0.464505,0.599421,0.854785,-2.294027,-0.086736,1
0.277279,0.701505,0.053717,0.865671,-0.061195,1
0.39789,0.263859,0.004419,-0.458915,-0.012391,1
0.024758,0.44326,0.60728,0.451182,0.037927,1
2.091397,-1.054583,-1.415707,0.57927,0.049204,1
1.20576,-0.69976,-0.398725,0.969821,-0.056217,1
0.17258,-1.388022,1.467938,-1.039788,0.019504,1
0.255772,0.86534,0.062901,0.538674,-0.003409,1
1.026423,-0.828197,-0.296124,0.266581,-0.036127,1
0.406086,0.805091,-0.331506,0.603038,0.029595,1
-0.621707,-1.342061,-0.982529,-0.407656,0.101719,1
0.593097,2.152042,-2.398552,-0.865947,0.079221,1
1.297307,-0.72668,-0.137588,-0.310059,0.021299,1
-0.150626,0.866526,1.340768,-0.870051,0.094736,1
0.729891,-0.440405,-0.569804,0.745125,0.045322,1
0.899793,-0.424953,-0.260394,0.514696,-0.075919,1
-0.977498,-0.897327,-0.622772,1.770834,-0.773177,1
0.199251,0.333752,0.513527,-0.045641,0.065732,1
-0.657212,1.878455,-0.031114,-0.400006,0.054008,1
-0.326405,-0.660511,-1.085358,-0.174601,-0.087391,1
-0.588656,-0.494179,-0.367418,0.58071,-0.018641,1
0.148354,0.816567,-0.98939,-0.726645,-0.134379,1
-0.503757,1.038263,0.240488,-0.266179,-0.031158,1
0.292883,2.288347,-2.259901,-0.161745,0.035131,1
1.869749,-0.376395,-1.439487,0.247294,0.157242,1
0.352556,0.642996,0.523716,1.303845,0.077313,1
-0.050355,0.393862,0.724011,0.007839,-0.010532,1
-0.257941,0.44604,1.213186,-0.534578,-0.000052,1
0.37645,0.274035,0.378699,0.509496,0.104451,1
0.571658,-0.647999,0.329918,0.163606,-0.050269,1
0.077622,0.492293,0.568513,-0.573027,-0.030058,1
0.658956,-0.508566,0.150738,-0.527273,0.354094,2
0.580746,-0.775954,0.257037,-0.205544,-0.103923,1
0.574347,-1.406136,1.392773,-1.291538,0.00434,1
1.055837,-1.049902,-0.657071,0.050943,0.304413,2
0.445769,-1.04428,1.478797,-0.960206,0.00919,1
-0.019163,0.495546,1.105236,0.032066,0.025885,1
0.333245,0.297437,-0.068576,-0.466764,0.054449,1
0.04589,-1.368671,1.739139,-1.370009,0.015126,1
1.205428,-0.764972,-0.068906,0.968189,0.02377,1
-0.089299,0.820343,-1.344048,0.388046,-0.037752,1
-0.112157,1.201584,0.735977,1.418212,-0.002789,1
-0.361584,0.592468,-0.085685,-0.004591,-0.074854,1
1.06631,-0.383708,-0.342233,0.516181,-0.034819,1
-0.046992,1.964932,-1.293048,-1.225847,-0.038938,1
0.408193,-0.479681,0.978336,0.792062,0.021618,1
0.580933,-0.722853,-0.282084,0.552132,0.360475,2
0.335192,-0.936831,0.00372,-0.493994,-0.137755,1
-0.37692,0.84576,1.038778,-0.322712,0.063589,1
-2.662449,-1.0694,-1.822214,-0.274831,0.16047,1
-0.734957,1.145419,0.796052,-1.425086,-0.020909,1
0.470889,-0.273467,-0.183716,0.372603,0.330721,2
-2.838159,-1.967015,-1.494804,-0.480071,0.223584,1
0.714865,-0.614974,0.50413,0.485407,-0.044067,1
-0.515296,-1.073866,-1.161467,0.118689,0.20704,1
-0.530223,1.349497,1.293213,-0.430611,0.029771,1
0.077109,0.789626,-0.588511,-0.488854,-0.086839,1
-0.70515,0.060662,1.322541,-1.425611,-0.23379,1
-0.161743,0.849986,-0.34045,0.368234,-0.027279,1
-0.132831,-0.040883,1.650715,0.376768,-0.011055,1
-0.059435,-0.567808,-0.068672,-0.724276,-0.033518,1
-0.633144,-0.558606,1.521306,-2.270202,-0.125965,1
0.529383,1.030627,-0.597949,1.038384,0.001313,1
1.764357,-0.135848,-2.121773,1.152925,0.074049,2
0.537909,-0.643813,0.102766,1.009317,-0.027721,1
-0.426123,1.774767,0.624713,0.329468,0.040485,1
-2.729056,2.054988,-3.213872,1.418858,-0.227894,1
0.373758,-0.431618,0.907463,-1.120291,0.02607,1
0.478965,0.874846,-1.085945,0.140925,0.047041,1
0.335134,0.62924,0.375072,0.747326,0.062874,1
1.18435,-0.379973,-1.118886,0.43432,-0.065545,1
1.103106,-0.535771,-0.653946,0.343679,-0.025115,1
0.396193,0.622708,-1.025963,-0.306449,0.090603,1
-0.811653,0.893527,2.373257,2.072022,-0.081607,1
0.050969,-0.335642,1.244169,-0.607952,-0.04307,1
1.185639,-0.678413,-0.154507,-0.013288,-0.016359,1
1.145456,-0.679643,-0.239307,0.307713,0.016017,1
0.669189,-0.392982,-0.158278,0.519413,-0.101607,1
0.131908,0.623687,-0.999851,0.104913,0.022246,1
-0.898746,2.544424,-0.608148,-0.710902,-0.118243,1
0.045468,1.926005,-1.538271,-0.827747,-0.003271,1
-0.423299,-0.509762,0.264183,0.519202,0.045685,1
0.068529,-0.295796,1.267077,-0.367427,0.0037,1
0.16099,0.27422,0.085967,0.260117,-0.058909,1
0.241682,-0.755263,1.198703,-0.256962,-0.025711,1
0.322365,0.033974,-1.02215,-0.40751,0.299075,2
-0.985314,0.371281,1.511104,-0.394635,-0.108483,1
0.403624,-0.1552,0.871005,-0.269884,0.006894,1
0.093177,-0.225798,1.514788,-0.367066,0.061119,1
0.354356,-1.294897,0.639142,-0.552375,-0.030097,1
1.300038,-0.691996,-0.905165,0.491197,0.104741,2
0.540186,-1.072742,-0.380163,-0.346856,-0.083351,1
-0.026135,0.625552,-0.900556,-0.699615,-0.097149,1
0.450284,0.963966,-0.352032,0.634263,0.063532,1
0.03577,-0.125444,-0.364431,-0.257579,-0.101243,1
-3.826284,-2.228119,-1.722132,-0.256348,-1.262662,1
1.100245,-0.763604,-0.51698,0.34145,-0.101657,1
1.524273,-0.355437,-1.479612,0.216691,0.131759,1
-1.650468,-0.768251,-3.140681,0.304132,-0.10137,1
-0.711581,0.201397,-0.694749,0.136053,0.047316,1
0.570721,0.95406,-0.484055,0.59069,0.024731,1
-0.018681,-0.135881,0.92151,-0.058825,0.005651,1
0.106744,-1.374672,1.854536,-1.659675,-0.0266,1
0.678354,-0.067961,-0.247581,-0.245973,-0.02187,1
-0.397984,1.295164,-0.111327,-0.782954,-0.053717,1
-3.890403,-1.971661,-1.77846,-0.271069,-1.057906,1
-0.135602,-2.045514,0.623488,-0.454409,0.047662,1
-0.019518,0.485382,0.415739,-0.748392,-0.014383,1
-0.533084,-0.232177,-0.318068,-0.371116,-0.080654,1
0.418477,0.736691,-0.789376,-0.661022,0.025612,1
0.866251,-0.122208,0.334646,-0.446626,0.066457,1
0.038667,-0.264744,1.610012,-0.353264,-0.000045,1
-0.161612,-0.738984,-0.31427,-0.140171,0.166321,1
-0.167332,-1.165355,1.926958,-1.174417,-0.151161,1
-0.828975,0.758295,0.592002,-1.472938,-0.118523,1
-3.684253,-1.667443,-1.824176,0.551045,-0.176299,1
0.724292,0.275757,-0.819336,1.161895,0.21094,2
0.334874,-0.413673,0.978656,0.438829,0.021075,1
1.188981,-0.675217,-0.541576,-0.67717,-0.051604,1
-0.298212,1.058675,0.367593,-0.138613,-0.061804,1
-0.545103,1.086298,0.688137,0.759968,-0.030702,1
-0.72614,0.976988,0.838587,-0.460702,-0.081135,1
-0.474737,0.759764,0.277108,-0.446444,-0.023236,1
-0.693516,-0.829529,1.131565,1.689021,-0.019032,1
-0.609469,1.043267,0.428395,-1.238153,-0.057172,1
0.868871,-0.45955,0.228683,-0.399317,0.060233,1
0.740659,-1.719932,-0.981687,0.450047,0.103075,1
-0.436714,0.987188,0.379455,-1.187563,0.024669,1
-5.492981,-2.660249,-2.357457,-0.637976,-0.925638,1
0.79753,-0.147706,-0.52752,0.255521,-0.06723,1
0.595628,-0.29061,0.68546,1.083319,-0.046457,1
-1.416508,-0.342641,-0.301207,-0.178135,-0.018926,1
-0.003103,0.985411,-0.007612,-0.044081,-0.000299,1
-0.560752,1.432885,0.053315,-1.475991,-0.040228,1
-0.198921,0.585688,1.392552,0.024618,-0.021255,1
0.712274,-0.125918,0.615233,0.102245,0.050202,1
1.20565,0.401768,-1.712444,0.549617,0.194895,2
0.051994,-0.443685,0.336889,-0.480549,-0.074151,1
0.538838,-0.093273,-0.04404,0.400988,-0.096524,1
0.364224,0.528204,-0.576986,-0.3897,0.051657,1
-0.219851,1.781521,-0.255993,-0.480358,-0.018182,1
-1.473967,2.162851,2.197385,1.304882,-0.050723,1
0.056403,0.300438,0.024426,0.235211,-0.008147,1
0.992762,0.130469,-0.462428,1.505141,-0.011259,1
0.517196,-0.28411,0.542579,0.938553,-0.124111,1
-0.20495,-0.886673,0.976389,-0.863312,-0.161651,1
-0.075471,-0.75902,-0.128803,0.134329,-0.031594,1
-0.396541,0.530387,-0.076352,0.851057,-0.017301,1
0.758816,-0.621076,0.271221,-0.054869,-0.028943,1
0.961582,-0.575872,-1.123368,0.221375,0.026011,1
0.177866,1.008943,-0.491407,-0.161801,-0.059538,1
0.157522,-0.699192,1.554103,-0.3012,-0.04478,1
1.246931,-0.541725,-0.491685,1.193808,-0.072657,1
0.226063,0.124795,0.599569,0.630609,-0.025877,1
0.09815,-1.42478,1.867047,-0.624379,-0.111424,1
0.137668,-0.024136,0.605383,-1.078459,-0.129357,1
0.423729,-0.084742,-0.187129,-0.770452,-0.033973,1
-0.143642,0.431916,-1.025103,-0.505153,-0.117681,1
0.137848,-1.569104,-0.234963,0.484925,0.098894,1
1.984023,-1.069079,-1.40083,0.372815,-0.010664,1
0.586858,-1.034358,0.532151,-0.46307,0.060882,1
0.040054,0.382559,0.090454,-1.376098,-0.045063,1
0.06339,0.800698,0.271226,0.872245,0.002874,1
1.62277,-0.618008,-0.601065,0.767937,0.020237,1
0.123665,-1.014025,-0.113139,0.509405,-0.149485,1
-0.026212,-0.182554,-0.136222,-0.178904,0.023738,1
1.113262,-0.29932,-0.885566,0.287545,0.19204,1
-0.658168,-0.475091,-1.152115,-0.302421,0.07869,1
-1.14867,0.028351,0.140481,0.717997,-0.121172,1
0.152231,0.121914,-0.576612,-0.164096,-0.064927,1
0.386545,0.68304,-0.059408,0.621408,0.076419,1
0.048729,0.97575,0.364754,1.325503,-0.052705,1
0.586959,-0.378489,0.56535,0.409455,-0.035843,1
1.927543,-1.18799,-1.11788,0.72795,-0.045134,1
0.241312,-0.149876,1.063314,0.730026,-0.017537,1
0.655069,0.130943,0.691396,1.872583,-0.034752,1
1.082699,-0.988046,-0.064078,0.282016,-0.146059,1
1.118121,-1.070915,-0.488369,1.355687,-0.049777,1
-0.579577,-0.411006,1.750186,-1.216567,-0.216278,1
0.579796,-0.709113,0.517188,0.11683,0.263354,2
-1.68692,-0.682976,0.021367,1.501796,0.009775,1
-0.343372,0.043451,1.721944,-0.31825,-0.061416,1
0.365779,-0.068065,-0.014568,-0.774985,0.080834,1
1.083506,-0.388409,-1.026828,0.174473,-0.087342,1
1.280912,-0.732934,-0.451408,0.370862,-0.047345,1
-0.048497,0.440709,0.536544,0.043167,-0.035883,1
0.541558,0.404264,0.25948,1.315087,0.081557,1
0.385198,-0.235414,0.746939,-0.395687,-0.025538,1
0.031831,0.321521,0.38109,-0.207907,-0.065321,1
-0.650301,1.225181,1.669152,2.390548,-0.028604,1
2.01421,-1.578426,-0.842876,-0.325343,0.106921,1
-0.179378,-0.348626,1.382319,-1.017124,0.027168,1
-0.45775,1.996932,0.80054,0.255997,0.08292,1
-0.012349,0.30766,1.007929,-0.470518,0.017301,1
0.43265,0.463441,-0.30052,-0.129002,0.098047,1
1.004325,-0.306144,0.357665,0.790356,0.01143,1
-0.722352,1.465733,0.846729,0.801595,-0.129948,1
0.511527,-0.334849,0.539487,0.106253,-0.051073,1
-1.355141,0.719667,1.976556,-0.877762,-0.116337,1
0.509038,1.376204,-1.416,0.030604,0.087832,1
-0.088411,-2.150781,-0.399696,0.422262,0.111,1
-0.252081,0.74539,1.5325,0.827681,-0.011919,1
0.950231,-1.05355,-0.599164,-0.260174,0.228523,2
0.755535,-0.702481,-0.725658,-0.415354,-0.079113,1
0.169203,-0.078051,0.572218,-1.478197,-0.072648,1
0.096943,0.301466,1.232079,0.757756,-0.034628,1
-0.087673,2.042042,-1.118103,0.620556,-0.048733,1
1.058247,-1.428428,1.234446,0.115533,-0.071373,1
0.747175,-0.799369,-0.727015,1.374148,-0.068504,1
0.192421,1.140566,0.190008,2.181956,-0.05863,1
0.367854,-0.48066,0.515389,0.030424,-0.145323,1
-1.022146,1.064973,1.629536,0.877245,-0.129265,1
1.205689,-0.908874,-0.337489,0.259444,-0.02114,1
0.00732,-0.050199,1.104907,-0.90707,-0.04849,1
1.556538,-1.255924,-0.010902,0.046925,0.00073,1
0.110125,-0.173504,0.700549,-0.530217,-0.088618,1
-0.483361,1.569688,0.286095,0.592283,-0.03537,1
-0.649836,1.124992,0.145096,-1.615523,-0.159063,1
-3.388647,0.089299,1.275715,3.460983,-0.225023,1
0.393756,-1.214142,1.617925,-0.947245,0.00659,1
1.290437,0.089413,-0.90471,0.959298,-0.032548,1
0.128135,0.21566,-0.640719,0.199867,-0.069097,1
1.76643,-1.623293,-0.111964,-0.172119,0.023283,1
-0.959949,1.478569,-0.398662,-1.115257,-0.226719,1
0.564206,0.185882,-0.400925,0.394061,-0.063476,1
0.039465,1.755043,-1.659335,-1.562885,-0.00612,1
1.215368,-1.190118,0.2438,0.198184,-0.030686,1
-0.242245,-1.55891,-0.265943,-0.093257,0.070417,1
-0.18144,-0.421998,2.07243,-0.741941,0.018555,1
0.034526,-0.355691,-0.805937,0.351669,-0.056833,1
0.847525,-0.627987,0.297149,-0.147509,0.053222,1
0.944643,-0.893105,0.297981,-0.087714,-0.013608,1
-0.235554,-0.146468,1.57303,-1.512833,-0.028615,1
0.28415,-0.072877,0.75523,-1.36686,0.053941,1
-0.456567,0.620541,0.506202,-1.217733,-0.009895,1
-0.522924,0.900203,0.663821,-0.170907,-0.046452,1
-0.173572,1.055918,-0.187481,-0.599882,-0.057626,1
-0.864711,0.195519,1.425648,-1.256107,-0.24042,1
-0.144807,1.793312,-0.407342,1.6733,-0.061656,1
0.578915,-0.657158,0.322065,0.219231,-0.091789,1
1.497393,-0.718385,-1.064761,0.451932,0.206041,2
1.530262,-0.372263,-1.47829,0.25841,0.100669,1
0.152589,-0.332195,-0.161271,0.167262,-0.046616,1
-0.862285,1.168183,0.707288,-1.499469,0.009932,1
-0.869915,1.623721,1.134629,-0.692647,0.030738,1
1.009731,-0.582115,0.124781,-0.567922,0.098242,1
1.692421,-1.037252,-0.901206,0.75448,-0.042844,1
0.758114,0.532963,0.134844,0.503339,0.099489,1
0.571297,-0.182437,0.405269,-0.054824,-0.040954,1
-0.34757,0.787825,0.181522,0.346604,-0.087889,1
0.337103,-0.861364,1.222166,-0.5129,-0.062127,1
-0.437537,1.823596,-1.30163,-2.131272,0.023611,1
1.252862,-0.924316,0.607982,-0.116771,0.031279,1
-0.761962,-1.422623,-0.593967,0.725726,0.127936,1
0.176096,-0.641213,1.916333,-1.010008,0.065827,1
-4.458098,0.564246,0.792027,0.148028,0.663548,1
1.293024,-0.866023,-0.542831,0.430663,0.054324,1
-0.723331,-0.177728,0.460464,-0.741785,-0.178921,1
-4.372741,-1.196661,-1.328089,0.779926,0.089389,1
-0.032954,0.550837,-0.65885,0.77015,0.424643,2
-0.713058,1.004904,-0.476365,-1.891413,-0.20198,1
0.204593,-0.401211,-0.208191,0.648559,-0.047992,1
0.988555,-1.417306,0.164238,-0.094048,-0.057134,1
1.045654,-1.61142,0.84433,-1.204602,0.023641,1
-1.024791,1.3492,-0.649057,-1.92861,-0.22199,1
0.523856,1.171331,-0.929317,0.273873,-0.078211,1
0.088139,0.181126,0.994813,1.03835,-0.010749,1
0.462837,-0.71197,-0.808174,-0.272686,0.000444,1
0.128823,0.548566,-0.344672,-0.83043,-0.005822,1
1.341404,-1.408026,-0.433475,0.201769,-0.08008,1
0.147379,1.657581,-0.470986,1.795334,-0.020614,1
0.249787,-0.178448,0.555779,-0.584671,-0.074102,1
-0.397799,1.087752,1.088161,1.337237,-0.007535,1
0.901554,-2.49129,1.095364,-1.492448,-0.061136,1
-0.496059,0.294576,1.257851,-0.115428,-0.022786,1
-0.021993,-0.044018,-0.11857,-2.096997,-0.090692,1
-0.964697,-0.219409,-0.28355,0.171625,0.014985,1
0.143621,0.963817,-0.123447,0.055135,-0.028162,1
0.641101,-0.596285,1.127771,0.323328,0.01352,1
0.101138,0.759999,0.465159,-0.620106,0.023857,1
0.051474,1.04938,-0.721426,-0.547373,0.003217,1
0.07795,1.031937,-0.123621,0.303546,-0.012205,1
0.2982,-0.501898,1.111886,-1.126104,0.033722,1
0.276242,-0.76924,0.900287,-1.044559,-0.038296,1
0.970231,-1.212833,-0.405501,0.508733,-0.185329,1
-0.09765,0.859375,0.120767,-1.255832,0.021461,1
-0.426139,2.059215,-0.620592,-0.866998,-0.133957,1
1.373471,-1.007134,-0.958132,0.509469,-0.070331,1
-0.764379,0.395975,1.855662,-0.490592,-0.139005,1
1.147037,-0.311437,-0.992736,0.615208,-0.040374,1
-0.46274,1.217282,0.769784,2.430899,-0.121824,1
1.682964,-0.807339,-0.87217,0.59483,0.015466,1
0.577836,-0.286977,0.705089,-0.229791,0.017392,1
0.320541,0.7435,-0.447153,-0.3226,-0.131976,1
-0.967538,1.281236,0.706755,-0.489935,-0.057729,1
1.412899,-0.871354,-0.820614,0.187811,-0.041828,1
0.637764,0.299784,-1.34712,-0.393101,-0.068204,1
0.497061,0.688743,0.032551,0.676063,0.017361,1
0.121304,-0.302267,0.291148,0.224297,0.297659,2
0.426351,0.375847,0.150012,1.193107,-0.097805,1
0.637962,0.419085,-0.045398,0.78136,0.002622,1
1.643428,-1.054875,-0.668435,0.677475,-0.007227,1
-0.322045,0.407406,-0.859235,-0.949554,0.016605,1
0.509218,-0.388267,0.594364,0.220316,-0.080975,1
-0.052984,-0.214316,-1.200561,-0.0687,0.166029,1
0.143709,0.876237,0.473376,-0.780773,0.073749,1
-0.758771,1.142327,0.804042,-2.166863,0.023772,1
0.266702,-0.992216,-1.016469,-0.181896,0.081545,1
-0.391201,-0.753804,-0.397421,0.275225,0.080639,1
0.214817,-0.37899,-0.720786,0.198017,-0.15168,1
0.221156,-0.782505,0.543359,0.323372,-0.028316,1
-0.032282,0.343979,-1.017553,0.085676,0.025693,1
-0.3001,-0.69156,1.793455,-0.962331,-0.022832,1
-0.136854,1.835772,-0.436388,0.135627,0.028993,1
0.287737,0.225209,-0.081397,0.277432,-0.133369,1
0.110422,0.84411,-0.448273,-0.770739,0.026032,1
-0.709213,0.791628,1.126091,-0.319747,-0.148208,1
1.557227,-0.92944,-0.476717,0.692864,0.012445,1
0.50507,0.035584,0.528618,1.015207,0.002431,1
