@relation 'R_data_frame-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@attribute V3 numeric
@attribute V2 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute Class {1,2}

@data
116.7419,230.2581,583.7097,20.1565,1
108.6047,213.5581,620.5116,21.7035,1
157.5556,259.8333,366.1111,16.6262,1
110.0968,209.6774,482.4516,25.1277,2
115.7662,228.8806,563.1542,25.2085,1
124.1,214.1,452.6333,14.2978,2
95.8793,212.8448,600.5862,29.6896,1
318.35,381.05,680.425,43.5788,1
94.3889,208.5556,716.0556,26.6829,1
96.4314,212.2353,543.4118,34.5214,1
101.12,229.16,677.08,19.6711,1
119.1429,232.6071,489.4286,16.8297,1
99.5263,226.6316,562.6842,20.4357,1
84.8889,203,402.8333,32.1947,1
89.5333,204.2222,388.7778,22.0156,1
167.375,282.125,496.75,9.4,1
97.6,220.8,530,31.5379,1
95.8974,212.3333,450.7607,25.4569,1
144.8947,262.0877,562.4035,14.8147,1
100.1471,221.0882,403.4118,22.208,1
228,326,357.5,17.0789,1
97.6364,214.7273,548.3636,39.2207,1
126.4384,238.3288,463.9452,27.2578,1
79,186.9032,300.5806,17.5717,1
93.88,211.2,589.88,28.0569,1
86.8,197.8,320.8,9.2551,1
101.5405,188.3514,456.3514,16.8114,2
232.9062,321.4375,449.8125,10.5741,1
121.6011,258.4775,716.6124,24.6331,1
159.3684,277.0105,463.4737,42.1227,1
97,209,565,7,1
88.3831,201.026,514.2727,27.3699,1
85.4,192.78,540.5,24.0794,1
77.5,187.4348,354.2174,17.5247,1
104.5102,237.5714,737.4082,25.0462,1
110.6286,234.7714,819.6857,19.5577,1
280.6604,366.8553,546.7736,24.4765,1
84.2917,202.0417,338.75,26.4286,1
87.4386,198.4386,366.614,31.2502,1
165.6364,291.6364,648.7273,21.9868,1
129.9928,258.6159,597.587,21.276,1
86.8966,199.2759,448.2069,32.4695,1
122.9286,259.8929,874.5357,24.5387,1
110.6923,203.8462,451.5385,23.3171,2
68.2174,169.4957,183.4174,10.3197,1
90.3,210.05,419.7,31.7599,1
97.087,217.0217,620.587,31.3199,1
106.55,228.55,643.25,27.0248,1
106.64,231.28,718.28,24.7918,1
139.7778,239,542.1667,23.8467,2
199.88,333.84,485.16,34.3558,1
104.5385,227.0385,554.2308,30.335,1
89.1667,200.0833,612.75,32.1052,1
98.4737,221.3158,507.0526,13.4613,1
81.5714,186.7143,491.2857,18.0623,1
103.875,221.25,803.375,31.0096,1
112.2,233.64,590.36,20.7519,1
86.2741,198.2519,488.9926,25.2472,1
83,169,310,12.01,1
189.861,296.5381,409.8072,36.1296,1
93.5909,206.8182,525.4318,18.7948,1
90,222,509,31.6109,1
141.2873,260.768,442.3591,40.5693,1
88.3529,193.0588,493.8235,33.4662,1
144.52,255.88,536.8,21.5427,1
110.1636,224.0909,446.2364,29.0348,1
100.4615,216.8462,587.5385,42.4732,1
129,245.9,280.3,18.6293,1
115.7083,243.0833,747,20.8995,1
90.3333,189.6667,510.8889,18.7235,1
107.4118,236.8824,583.8235,21.7365,1
101.2308,219.8077,551.6154,32.8473,1
72.9692,178.0615,352.4308,22.0844,1
122.1875,269.375,851.7188,14.4101,1
96.1458,211.7083,556.875,30.2234,1
96.5,206.25,569.75,12.2213,1
112.1154,241.5865,782.1058,32.5602,1
91.1429,203.1429,575.7143,15.6761,1
86.5714,192,385.4286,16.9694,1
140,269.8571,452.7143,20.6635,1
107.1111,224.4444,668.6667,30.0639,1
117.8679,227.9057,554.8868,28.5212,1
133.4874,251.9664,441.0672,22.365,1
121.6774,253.5161,692.0645,34.1154,1
89.5,206.6774,497.2742,27.532,1
86.4286,192.1429,459.8571,13.7227,1
103.4793,226.3802,542.562,18.1345,1
88.2,192.52,367.48,13.0491,1
100.5682,213.2727,645.2727,34.3184,1
211.0352,336.8693,272.794,10.4402,1
101.2174,220.2609,694.7609,31.2737,1
110.7832,226.0346,506.9508,33.6281,1
85.2692,192.4231,454.2692,29.6157,1
90.7727,200.75,424.3409,18.7041,1
237.675,343.25,387.65,25.1693,1
79.7308,192.3462,465.9231,49.1646,1
136.5057,246,591.7241,32.5454,1
91.3,211.4,527.5,26.6768,1
101.9487,220.3077,699.6154,21.2735,1
87.7677,202.0303,366.8687,19.6447,1
167.931,284.6552,502.931,13.8202,1
69.625,173.625,199.25,10.6264,1
100,214.7647,438.8824,45.1351,1
92.6667,216.7778,556.6667,27.5739,1
74.25,163.25,233.75,8.4113,1
122.4483,241.7241,565.931,29.1043,1
231.1538,394.5385,389,19.2348,1
97.4545,219.9091,609,19.277,1
79.3684,184,375.4211,26.5157,1
69.6286,168.0857,207.5048,12.1956,1
261,351,377,10.1735,1
111.4898,231.2653,592.551,29.5657,1
89.3622,197.189,201.5827,16.7345,1
92.75,190,309.75,13.6048,1
116.0608,249.0642,732.6419,12.0793,1
265.9344,352.7869,380.0984,18.1865,1
99.5529,203.9647,300.4353,50.2909,1
99.8378,218.2973,650.7838,24.9553,1
93.9787,210.5319,422.5957,26.3473,1
117.027,215.5946,477.2973,24.5746,2
111,222.5,457,4,1
100,214.4483,676.7586,19.0907,1
125.72,270.24,757.28,20.521,1
129.3784,256.5676,633.3514,15.9977,1
101,226,611,21.4002,1
85.25,195,86.5,7.3272,1
98.9091,223.6364,556.4545,23.8535,1
116.5935,251.9445,706.0503,8.7812,1
99.7317,210.4878,614.6585,48.0076,1
161.0909,268.3636,455,27.8855,1
111.3953,196.3023,345.186,17.702,2
98.5294,223.8235,660.5882,42.4834,1
92.3333,209.3333,596.7778,16.7583,1
106.5085,227.7288,744.3729,19.1598,1
95.7619,212.0714,587.9048,37.1845,1
120.8182,241.7727,586.6818,22.6436,1
88.9365,197.8254,332.5873,24.4355,1
89.8462,195.8077,424.5,22.3616,1
118.3684,223.4474,610.2368,24.7107,2
97,226,545,37.6253,1
85.027,194.1081,372.1081,26.9429,1
100.2,217.96,617.28,19.1797,1
91.7391,208.913,601.087,32.9343,1
154.2368,257.8421,261.7105,22.1726,1
115.2222,239.0635,620.3492,26.6363,1
80.7893,187.4407,347.1041,29.998,1
90.8065,212.8387,584.4516,29.745,1
123,247,865,14.1539,1
165.0833,289.125,428.1667,15.3622,1
120.7228,202.712,415.8043,27.259,2
96.2432,208,448.2703,20.8566,1
100.4678,222.3641,653.1204,26.9576,1
82.35,189.55,251.575,17.8627,1
107.7386,226.6523,547.6136,33.7702,1
133.5714,259.8571,657,22.2252,1
94,203.525,410.5,22.5771,1
94,213,498,24.5599,1
77.5042,182,306.1429,15.793,1
94.9247,183.3871,292.6022,18.9325,2
85.7333,209.4667,481.8,32.9967,1
134.1111,244.5185,681.7037,28.3529,1
88.3636,208.0455,415.2727,22.4991,1
108.2951,197.6393,411.1148,21.2384,2
84.5,194.7667,318.2,19.1003,1
185.1017,299.0339,304.0508,45.2826,1
84.8519,201.5,565.8333,23.2671,1
91.6226,203.1132,432.1887,25.7113,1
235,364,490,101.5662,1
87.3846,202.3846,435.5385,16.5304,1
110.2733,233.66,610.08,33.6407,1
109.6071,234.75,658.8929,15.7587,1
86.8261,208.4783,470.2609,18.0367,1
105.7931,223.9655,523.3793,13.1802,1
81.3759,190.617,329.4255,21.6946,1
88.6875,202.0625,492.75,18.6856,1
147.9474,243.6842,252.4737,12.8015,1
116.8519,253.537,715.037,19.0862,1
95.3721,214.8372,638.4651,19.8897,1
104.5833,239.5,761.8333,14.8884,1
208.2308,392.5385,377.0769,54.7701,1
90.7831,202.2169,442.6988,31.4309,1
81.7353,192.8824,363.5588,19.1113,1
74.9167,187.75,493.0833,15.9574,1
141.8667,278.72,718.2667,24.1532,1
100.3125,218.3125,604.6875,33.5177,1
105.8571,230.7143,650.5714,40.6935,1
110.0741,233.537,733.2407,23.1371,1
90.7692,213.3077,514.1538,45.3482,1
95.6218,214.2269,549.0084,34.4735,1
184.2727,297.2727,581,32.5439,1
112.7105,223.8947,474.6053,23.8208,1
81.2118,189.7882,261.1294,15.8291,1
121.15,245.15,634.575,29.3509,1
73.8902,178.8101,229.0059,14.6043,1
93.9655,208,496.4138,26.9463,1
98.1818,225.0909,643.3636,25.2423,1
95.96,215.4,637.28,33.6187,1
95.5,218.5,597.5,28.7789,1
95.8,221.5,608.9,29.314,1
92.8333,212.25,392,29.3096,1
89.1429,201.9221,392.3377,24.1632,1
138.25,273.125,619.3125,20.0262,1
106.6345,233.7655,662.2621,41.0416,1
91.5,205.95,542.85,11.3027,1
84.925,195.65,292.925,17.2224,1
91.8095,204.5952,431.8254,20.4949,1
101.5102,227.5306,674.5102,24.5773,1
109,259,797.8,22.0542,1
91.6585,198.7805,352.0244,20.9435,1
92.5882,201.6471,494.4706,23.8374,1
223,344,457,2,1
92.65,200.5,407.95,26.7516,1
95.1667,210.8788,607.5152,22.2315,1
330.9231,424.9231,460.7692,34.4148,1
91.3077,202.4615,541.4615,36.9017,1
107.2222,218.3333,506.8889,42.8097,1
118.1493,209.8209,467.1045,18.9167,2
85.0095,194.4747,199.5886,19.1959,1
87.3226,206.7097,504.2258,41.5434,1
107.5786,228.6357,623.7929,37.0072,1
94,203.8214,414.1786,13.2705,1
116.6667,246.6667,823.6667,33.0051,1
239.64,329.36,437.6,21.2226,1
101.9103,223.8974,435.9103,27.302,1
134.0681,250.4817,468.4136,35.31,1
82.6269,190.0149,450.0597,22.4621,1
100,222.8571,637,32.5595,1
125.8611,248.5278,582.5833,24.2407,1
96.4545,221.0909,545.2727,15.517,1
100.2157,214.8039,582.549,53.544,1
98.7361,215.8056,679.5972,23.2726,1
118.6786,232.5357,397.9643,24.5358,1
102.8,220.4,734.2,18.2866,1
91.8276,211.9655,557.9655,21.4782,1
78.7391,181.6522,408.2174,12.0647,1
93.2632,210.5263,531.2105,18.2146,1
109.6203,226.4599,599.0211,26.0634,1
257.1481,344.2593,681.7037,42.336,1
105.8,228.7,605.3,17.5228,1
75.9259,184.037,291.963,9.0527,1
105.2568,226,763.7973,19.8386,1
87.3333,193.8182,305.3636,19.4783,1
78.3,192.4,451.1,21.6723,1
119.6364,258.1818,897.7273,11.6001,1
107.9286,233.7857,806.4286,19.1442,1
97.2,188.6667,262.8,12.131,2
93.0147,211.1324,535.8676,18.0152,1
81.8372,193.8295,371.3256,20.9629,1
81.7966,193.6102,297.2034,23.54,1
123.5333,232.1667,434.6,34.5707,1
114.4308,248.0769,854.5846,25.8951,1
83.5455,202.0909,415.2727,29.7605,1
103.6364,228.9091,546,26.2071,1
116.1579,244.9123,761.8772,34.9493,1
115.68,240.24,888.12,20.5844,1
118.9286,279.4286,912.7143,18.9769,1
191.65,298.875,756.225,32.785,1
97.0278,220.25,456.3333,34.2957,1
111.2821,235.359,873.2564,21.8631,1
171.7321,270.5357,300.0179,11.4158,1
92.2222,211.8889,537.5185,31.8049,1
143.64,209.72,410.16,15.3123,2
88.55,196.5,455.8,16.8846,1
120.5556,258.3333,867.5926,29.7961,1
89.2632,204.5789,541.3158,25.4833,1
103.2,215.8667,559.4667,23.9412,1
97.697,219.0404,583.3838,25.6608,1
94.0217,209.7065,418.6739,18.9726,1
85.875,189.75,250.5,7.2065,1
139.5897,236.5556,384.7436,10.0775,1
98.7826,219,596.2609,16.1379,1
96,204,583,21.8594,1
93.1667,204.0833,415.6667,24.5254,1
112.6404,237.886,783.7719,23.4066,1
93.425,213.575,475.525,34.0079,1
98.2667,217.1333,665.96,24.3614,1
75.8182,181.3636,390.75,12.3468,1
447.9167,470.7424,749.6212,31.1193,1
98.5833,191.8333,165.5833,4.3993,1
144.3846,252.4615,375.6923,24.6091,1
120.8302,257.6604,871.3774,28.0392,1
102,233.5333,737.6,17.9827,1
92.5413,208.1606,371.5826,31.4299,1
113.5,249.8,765.8,21.7488,1
104.625,228.125,542,25.3296,1
98.5882,219.9412,745.8235,31.7685,1
116.6923,233.5128,462.2308,30.5196,1
79.9286,176.3714,219.2571,14.6532,1
84.09,195.01,365.3,25.9194,1
82.0476,190.0952,325.4286,13.222,1
123.0769,236.9231,603.4615,18.0879,1
115.5556,211.7778,499.5926,28.3771,2
100.1728,206.6283,174.8639,23.0596,1
91.3333,193.0476,459,17.7432,1
84.9223,195.6408,420.3495,21.6013,1
105,232.5,715.5,35.8118,1
107.75,211.5,444.25,29.9121,1
157.3067,277.5133,550.9733,36.4233,1
83.2308,192.1538,435.0256,19.7999,1
85.037,192.6296,433.1852,30.1567,1
100.1515,228.6364,609.4545,16.4297,1
98.625,211.25,501.875,30.4382,1
109,241.5,557.75,42.2907,1
203.381,293.131,368.619,34.4444,1
99.9828,225.7931,731.0517,23.0995,1
117,239,709.1,37.1576,1
112.9,250.4,689.5,20.5124,1
306.8,450.6,374,82.2188,1
109.5,229,708.5,15.5242,1
409.5,427.1875,704.9062,55.929,1
75.4262,178.6066,262.3443,16.2068,1
156.2593,308.9259,383.4074,14.4308,1
85,198.9211,391.886,28.2034,1
93.3077,206.1282,450.6282,17.3318,1
131.0714,222.3929,448.0714,24.3614,2
112.4676,245.0576,825.0935,34.0452,1
86.5556,191.1852,429.7037,24.7656,1
106.2593,235.4815,702.5556,28.7157,1
111,231.2222,778.8889,22.1983,1
126.0909,254.6364,622.6364,23.7525,1
133.5909,258.7273,602.2273,14.7973,1
134.3824,248.6471,454.1471,44.9575,1
113.5,233.8333,654.8333,18.5779,1
105.7368,236.3421,663.8289,28.2188,1
114.746,245.4286,786.9365,19.6868,1
89.5625,209.6875,541.8125,32.5689,1
101.1667,224.75,462,36.3131,1
104.8333,225.1667,658.5,25.477,1
107.5172,200.4828,405.2069,38.7919,1
99.619,227.0952,704.381,28.2415,1
88.0833,195.5,223.4167,18.9962,1
78.5839,187.1275,332.3691,22.8368,1
116.125,217.125,137,16.1782,1
93.2308,206.1538,510,18.9712,1
118.4945,235.7582,445.6813,22.4545,1
88.1667,207.5556,479.2778,43.4385,1
103,228,725,24.8289,1
118,262,793,32.499,1
239,382.4545,511.9091,38.1643,1
75,186.5,281.75,19.9802,1
117.4775,247.3153,851.4054,20.0057,1
135.9095,252.8191,205.0879,25.2848,1
89.931,200.0345,508.8103,24.6601,1
76.803,186.0303,323.5152,18.7627,1
111.5238,242.9048,594.9524,26.8103,1
128.3077,246.7308,500.9615,19.877,1
94.6579,206.9737,560.7632,38.6655,1
99.3384,216.5202,561.0152,31.9507,1
81,193,300,10.6285,1
98.4167,192.75,431.8333,20.1391,2
86.4444,199.3333,506.4444,9.6699,1
152.5723,249.3373,385.2229,32.6284,1
121.7704,242.1778,533.5037,26.4375,1
86.9767,210.2558,473.5349,41.4737,1
124,273,924.2,22.6751,1
107.64,235.84,823.12,33.7872,1
101,227.5,633.2143,26.9115,1
111.8431,237.7961,608.7098,37.5601,1
154.7685,260.6759,440.4259,8.6745,1
119.3846,240.8205,688.6667,11.3136,1
133.325,236.6,372.55,20.1474,1
207.3333,360.5,292.3333,38.2676,1
98.9216,214.7843,662.2353,33.2339,1
109.2353,229.6471,806.1765,6.4946,1
100.5714,219.4286,588.8571,17.2745,1
98.0828,216.3885,647.9363,31.906,1
125.35,235.5,259.9,12.229,1
87.2917,197.2083,367.7083,27.8819,1
113.5,232.8125,684.0625,26.9112,1
102.1905,224.5,663.2381,20.1601,1
90.1096,200.6575,321.4384,22.244,1
242.8929,373.1964,482.625,27.3696,1
221,322.2353,354.7647,37.5194,1
100.8182,226.0909,677.1818,31.2084,1
89.4464,194.125,380.9821,16.9584,1
107.6885,235.1639,729.2951,34.2626,1
92.1471,202.1765,680.1176,10.8105,1
107.0577,225.9615,476.9808,49.9959,1
121.75,258.5,839.75,31.3673,1
109.125,243.675,686.375,19.737,1
74.9474,177.1579,340.3684,35.7076,1
98.36,216.4,613.92,31.7566,1
105.8028,224.9437,562,31.0931,1
204.1111,293.4444,347.5,44.7862,1
123.9186,248.8605,589.7907,24.475,1
119.9524,248.2619,602.2619,22.9587,1
95.1905,205.0476,554.5714,30.7932,1
92.0294,203.8235,564.6176,19.2283,1
85.4667,185.4667,419.6667,13.34,1
97.4681,215.8085,589.8298,24.5896,1
75.3158,181.8947,410.2105,16.0795,1
117.5455,232.8182,467,29.0588,1
106.1111,233.2222,733.7778,22.7107,1
140.0526,244.1053,592.2632,25.1194,1
99.0968,216.3548,614.0323,23.6116,1
124.25,252.4167,595.1667,26.5612,1
108,236,740.5,27.6936,1
114.6173,249.2383,726.6787,9.2808,1
113.8627,209.1176,530.549,20.0155,2
109.6207,238.636,783.8467,24.5985,1
149.6667,260.3333,354.3333,18.2787,1
118.9884,257.4419,914.4419,29.9032,1
103.1667,184.8704,319.7778,21.7323,2
81,199.6667,409.3333,14.0858,1
100.5652,226.6957,686.4348,27.8711,1
105.5714,215.7143,775,18.501,1
135.2667,241.6667,559.2667,25.4034,1
101.25,221.75,591.0833,12.2667,1
114.3636,210.9091,637.5455,24.6843,2
113.2159,243.1705,586.4659,28.2535,1
146.3684,271.8947,538.7895,15.1096,1
77.0526,177.5088,393.6842,17.9826,1
180.2571,281.9143,421.6286,13.5733,1
94.8182,205.7273,575.2727,26.1578,1
100,217,470,14.5752,1
91.3333,208.3333,480.3333,15.7877,1
103.9512,204.122,513.9512,23.7238,2
91.9462,209.7849,576.5161,26.8313,1
87.7681,188.1739,253.9855,21.4957,1
95.9559,214.7353,494.7941,33.3389,1
67.2414,167.3966,213.3448,8.854,1
295.3846,354.9231,586.1538,77.8534,1
98.4091,217.7273,536.9545,32.75,1
100.6654,216.3272,585.6029,34.3236,1
82.4762,188.3333,354.6667,21.7178,1
95.7391,211.6087,612.3478,29.5301,1
81.5843,185.5169,306.7528,16.8743,1
92.7317,208.2439,531.439,35.4675,1
109.8793,229.1379,727.5862,32.0382,1
604.7302,565.381,908.6667,27.6445,1
89.1667,198.8333,609.3333,16.685,1
87.2909,196.6182,458.6545,28.6945,1
92.5,208.625,609,29.5696,1
107.1333,230.6,490.9333,24.1619,1
384.7105,519.9342,491.2895,28.1456,1
103.9091,225.3636,579.8788,25.22,1
106.913,228.5,514.8043,31.8021,1
126.1163,237.4419,441.6279,16.1339,1
268.3538,353.0462,664.8154,26.8171,1
99.8,230,739.2,10.245,1
85.2439,199.8537,422.5854,38.5532,1
96.84,204.6,481.28,40.2736,1
188.0577,293.0577,473.6731,21.4143,1
121.16,250.84,790.52,21.8546,1
99.7778,211,588.6667,18.6673,1
103.4651,220.7287,617.4031,24.5757,1
96.8421,221.8947,536.3158,29.6173,1
346.0599,494.0824,384.8876,48.085,1
98.6022,217.4197,546.4161,30.872,1
142.3333,275.6667,672,46.7098,1
86.4828,193.3448,596.3103,17.2795,1
99.3396,217.6792,439.3019,24.2836,1
103.6842,222.1579,511.8947,17.7583,1
102.75,235.4286,719.1071,20.2977,1
153.2778,229.9167,525.8611,27.4639,2
72.3333,183.6667,356.6667,29.2081,1
118.3333,244.1111,882.3333,14.3096,1
188.7826,296.7826,438.6957,11.8821,1
100.175,218.0125,564.575,30.8432,1
113.3226,239.9516,739.9677,30.174,1
187.3448,292.3103,429.7414,9.5776,1
113.4951,240.2621,644.3204,21.3562,1
120.3649,222.973,365.973,47.2014,1
107.102,203.2449,435.4082,19.4601,2
79.298,189.7881,368.8278,18.6271,1
98.7143,216.9286,714.7143,12.6136,1
106.3913,202.8261,364.5652,17.3141,1
97.6667,224.8333,624.1111,28.3779,1
130.9361,245.7406,551.9962,38.3183,1
95.6897,215.2414,646.8621,16.1168,1
111.6667,243.1282,790.7692,26.4096,1
91.4062,205.5938,625.4375,25.788,1
91.4138,204.6034,401.2931,24.3871,1
113.6506,233.4217,522.4458,21.3795,1
141.0545,238.2636,412.1182,15.1038,1
77.1333,182,309.6,23.0387,1
97.75,202.625,505.125,20.7993,2
100.2857,215,676.4286,24.6742,1
97,206.8,564.2,21.3035,1
89.8605,206.3721,494.9767,26.2386,1
96,211.4,515.6,23.342,1
108.8077,226.6154,650.1538,35.2967,1
103.2857,225.0714,594.7143,27.5412,1
223,328,384,7,1
106.8571,221.5714,589.4286,34.5614,1
105.9762,228.8304,672.5387,30.6618,1
150.1935,254.6452,437.2581,17.0187,1
106.9412,231.5294,676.6471,36.432,1
77.2941,187.5882,455.5294,24.7507,1
95.4359,209.8462,395.8462,24.7757,1
93.375,219.1667,583.2917,20.1573,1
114.2188,251.4062,677.5,31.6662,1
88.8286,204.0857,606.4,31.1315,1
89.5319,204.766,469.9149,40.2787,1
115.0959,229.7397,508.4658,28.9813,1
217,346,376,0,1
82.3286,191.5571,329.3571,17.253,1
80.8641,187.5437,231.2524,17.218,1
89.5185,203.7778,567.7407,20.9037,1
98.7632,199.3421,408.9737,22.0379,1
91.6071,197.7857,525.75,22.5009,1
103.9524,211.4286,450.8095,30.467,1
134.1,250,284.2,19.5128,1
101.5556,226.7222,564.8333,27.8138,1
139.4815,244.963,226.2963,19.0922,1
96.3571,218.8929,756.7857,34.1109,1
88.7391,201.8261,481.3913,17.1571,1
99.4815,218.6296,719.5926,19.9242,1
97.1739,218.4783,666.2609,27.8737,1
98.7818,217.9091,586.8,41.5395,1
232.9062,321.4375,449.8125,10.5741,1
86,205,641,10.688,1
99.2727,232.5455,639.6364,21.9601,1
95.5,204,356,15.7229,1
84,188.5,429.75,39.9045,1
82.5652,199.3913,344.8696,18.507,1
90,205.9231,358.6154,26.8476,1
101.4211,216.6316,474.8947,24.0446,1
116.25,239.25,538.5,12.6565,1
136,252.2,141.6,4.6828,1
279,450,592,0,1
114.8571,233.4286,527.6071,21.0126,1
92.0625,208.8125,587.1875,17.432,1
169.3704,282.9259,329.7407,25.5332,1
118.7593,202.625,427.4954,21.3035,2
110.0943,241.5283,735.0472,27.7982,1
118.1389,238.8056,527.5556,26.4744,1
116.9565,239.5652,531.6957,19.7472,1
126.4074,224.5741,567.9259,14.9339,2
93.8421,207.8947,554,10.985,1
101.7333,228.6667,645.0667,15.5601,1
111.8929,237.8571,615.7143,17.3399,1
123.6364,251.7273,621.8182,15.4299,1
110.125,241.975,733.45,24.3338,1
144.9667,245.3667,433.6333,16.8353,1
91.6,206.8,373.6,17.8743,1
170.0615,278.1385,405.8769,19.0656,1
89.8462,210.6667,529.1538,36.2401,1
90.4963,204.9778,521.2667,34.916,1
90.0294,210.9706,538.5,31.7708,1
87.1667,194.537,448.963,9.4845,1
115,237,674,11.6485,1
103.4468,219.0426,461.1277,12.8703,1
87.7143,202.619,424.6667,16.9883,1
93,220.8421,632.3158,35.2737,1
92.037,198.6914,244.6173,20.4999,1
122.9431,254.5366,657.7073,25.3991,1
89.5769,205.8846,397.5,22.9383,1
82.75,200.25,374.5,20.1975,1
194.6667,306.6667,441,11.5566,1
95.4643,203.3214,435.6905,24.3296,1
84.3721,194.8953,393.593,22.9193,1
95.1765,222.1176,498.7647,14.971,1
115.75,241.375,598.25,33.5221,1
88.9231,203.6538,515.2308,27.7645,1
125,263.25,862.25,25.0005,1
89.5,209.25,308,14.1106,1
82.6196,196.4565,318.3152,21.4115,1
99,225,733.6,22.987,1
102.2857,227.0238,661.4048,24.1242,1
92.366,204.9477,382.6405,25.4758,1
86.9524,203.4762,470.619,23.6267,1
76.6847,182.036,276.9369,18.7103,1
127,207.6129,495.9355,13.0021,2
81.1689,187.9543,301.2511,20.9587,1
85.25,197.375,383.375,35.5189,1
102.8704,226.6481,538.1667,31.14,1
241.2655,322.9204,594.6549,26.733,1
100.9412,216.4706,481.7059,30.784,1
122.6667,232.3333,268.6667,14.0273,1
91.431,206.3276,496.0172,26.8334,1
92.0833,206.5833,526.8333,25.9052,1
99.1702,216.383,644.0851,24.3132,1
94.4903,203.5419,484.2581,34.1264,1
99.3023,208.5116,497.4884,37.1473,1
106.1667,232.0833,782.9583,30.4672,1
109.1111,225.6667,690.1111,29.5144,1
111.6667,230.6667,852.3333,18.1146,1
97.4,222.2,668.8,19.4669,1
140.6508,211.3545,411.3016,24.8421,2
112.7833,243.1833,859.3833,15.0685,1
264,374,492,49.5852,1
160.1628,278.2093,468.2558,17.0537,1
104,223.8333,760.0833,33.4971,1
109,235.5,663.75,19.0356,1
96,208,562.6667,34.3838,1
127,278.3333,790.3333,16.4454,1
93.2647,203.5882,403.7353,26.5128,1
114.1037,240.3914,689.8239,28.4786,1
98.9286,219.8333,694.5,18.8093,1
119.7123,202.3973,370.9589,23.434,2
76.9444,187.8333,362.9444,22.9562,1
95.4545,203.8182,385.9091,17.6906,1
82.4286,193.1429,373.7143,19.9202,1
102,228.25,388.5,28.7967,1
100.6154,211.2308,471.5385,27.395,1
125.5455,248.1818,708.5455,16.7899,1
93.2609,216.0217,554.8261,33.9033,1
82.0833,188.7222,456,16.6258,1
115.3333,202.8,354.3333,16.7072,2
100.2941,225.4706,654.4706,29.7722,1
113.28,236.8,712.04,25.7045,1
82.0128,192.8974,313.5897,17.5056,1
80.4571,189.2571,289.0571,51.7297,1
84.8333,193.7,300.8333,12.871,1
88.0286,209.8,391.5143,15.9894,1
100,222.125,627.75,30.0871,1
106.1304,226.9565,611.9565,11.3319,1
112.8077,230.9615,635.1154,15.4769,1
98.541,215.541,468.623,13.6977,1
498.3636,491.5152,768.7273,28.1684,1
94.6,214.96,573.6,23.5927,1
143.5893,255.3393,482.9107,20.7214,1
84,203,480,60.0778,1
74.3556,180.0222,274.1556,14.9503,1
211.0909,314.0909,403.8182,30.4028,1
66.0571,176.0857,224.9429,17.6327,1
109.8846,238.0385,596.8141,20.0148,1
129.68,218.26,600.22,29.8949,2
94.75,217,636,22.555,1
83.5217,187,372.0435,13.3359,1
90.825,201.875,385.175,23.0716,1
143.5789,251.7895,515.1579,13.4657,1
91,195.5,442,26.2952,1
85.2737,195.4,501.8737,29.9979,1
104.0588,219.4118,574.2941,12.9706,1
85.3297,196.7363,531.6593,21.9921,1
77.3258,180.7273,311.7348,26.1829,1
104.4815,229.1111,570.6667,32.7734,1
109.5333,228.1333,693.7333,32.8245,1
94.6903,210.7876,390.9292,30.8118,1
266,363,402,12.7366,1
78.8,178.88,361.7,13.435,1
112.9444,233.9167,707.9861,21.195,1
71.2857,178.127,263.1111,11.3944,1
97.5385,220.3043,564.6355,38.7829,1
105.7232,229.4181,698.7853,36.4327,1
106.3529,234.7059,788.1176,20.0131,1
147.7143,252.9429,421.0857,12.6873,1
100.25,223.375,674,20.9072,1
113.7581,211.7097,260.7903,29.2376,1
111.3721,239.2558,625.4884,30.1308,1
129,243,577,18.5428,1
112.6364,224.4545,495.4545,16.6594,1
117.9767,243,642.0465,54.4458,1
106.5,219.75,571.25,21.2294,1
90.9778,207.9333,484.5778,36.5299,1
222.2308,334.6154,357.0769,26.3603,1
79.5455,201.0909,464.8182,28.8673,1
105.9737,219.0263,568.5263,46.7522,1
129.8696,247.7826,503.2609,25.5299,1
418.7692,449,741.6154,45.8016,1
93.2609,208.7391,706.3478,18.7193,1
103.5714,236.1429,715.7619,29.9254,1
101.3125,190.4375,426.125,20.4877,1
83.0625,190.4375,431.9792,17.1146,1
99.7094,215.5385,469.3675,21.6335,1
162.8182,246.8182,327.8182,29.0144,1
148.2857,242.5714,376.1429,25.4783,1
213.7917,321.1667,741.8333,17.3156,1
93.5789,214.7368,573.3421,31.3489,1
150.4912,265.2632,215.0877,37.3479,1
70.2143,170.7143,251.9286,27.8945,1
100.0909,219.8182,732.6364,10.2852,1
83,208,392,34.6478,1
134.2791,246,467.1628,22.0579,1
102,218.2381,663.5714,32.2062,1
114.1389,242.5556,483.9167,26.2334,1
85.0704,200.7465,533.8169,25.4829,1
135.7368,255.1053,517.1579,9.6604,1
91.9259,210.3333,474.7037,24.2038,1
167.5217,266.2174,505.913,39.6224,1
112.7188,233.5938,667.8438,27.5221,1
106.1538,224.4744,565.7564,24.2497,1
108.1951,233.7073,688.9756,39.7927,1
