@relation R_data_frame_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A6-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Class {1,2}

@data
-1.840026,-1.058735,-0.294917,0.216859,-0.831829,1
-2.003136,-1.063589,-0.330438,0.212614,-0.814084,1
-1.546824,-0.818645,-0.263695,0.144112,-0.621682,1
-1.715144,-0.929056,-0.3029,0.177658,-0.696364,1
-1.893158,-1.025805,-0.325138,0.200245,-0.791658,1
-2.558301,-1.353592,-0.41689,0.27147,-1.04633,1
-0.919172,-0.48817,-0.130226,0.103529,-0.355461,1
-0.861776,-0.47684,-0.15436,0.101823,-0.367944,1
-0.219289,-0.145016,-0.070465,0.024236,-0.09673,1
-2.126265,-1.132046,-0.340032,0.230416,-0.859735,1
-1.897348,-1.017588,-0.274233,0.137573,-0.771514,1
-1.616533,-0.883604,-0.274922,0.174401,-0.638606,1
-0.87822,-0.497235,-0.141788,0.068657,-0.38435,1
-0.975247,-0.537229,-0.170319,0.107742,-0.385585,1
-2.198935,-1.176899,-0.358269,0.232536,-0.890036,1
-1.183827,-0.639392,-0.212657,0.108139,-0.471179,2
-1.368583,-0.730122,-0.242015,0.140281,-0.562999,1
-0.622655,-0.328676,-0.119047,0.029475,-0.246211,2
-1.113058,-0.594274,-0.202095,0.112932,-0.460271,1
-1.146726,-0.610169,-0.213177,0.114386,-0.476736,1
-0.807309,-0.446259,-0.142291,0.083679,-0.32944,1
-1.12743,-0.595709,-0.200488,0.104989,-0.459003,1
-1.336719,-0.720209,-0.239618,0.150791,-0.56813,1
-0.83787,-0.463771,-0.137074,0.096697,-0.330117,1
-0.788556,-0.441538,-0.156651,0.078524,-0.326081,1
-1.428069,-0.776051,-0.246268,0.15282,-0.575392,1
-1.829116,-0.976275,-0.288635,0.186917,-0.721047,1
-2.016245,-1.094732,-0.336739,0.219241,-0.808256,1
-0.665747,-0.376834,-0.139937,0.070429,-0.279823,1
-2.838869,-1.621951,-0.399048,0.306301,-1.247985,1
-1.600395,-0.855563,-0.243376,0.181999,-0.637448,1
-1.613218,-0.863836,-0.27465,0.147082,-0.654574,2
-1.68355,-0.91139,-0.275189,0.18428,-0.668053,1
-0.810346,-0.452247,-0.156021,0.075085,-0.322088,2
-1.094723,-0.603798,-0.171649,0.129885,-0.431068,1
-1.905303,-1.038632,-0.339515,0.195176,-0.770109,1
-2.066027,-1.110057,-0.341422,0.218395,-0.828799,1
-0.680949,-0.405882,-0.128032,0.080985,-0.309059,1
-1.772098,-0.950777,-0.288725,0.188403,-0.71481,1
-1.276683,-0.730561,-0.213229,0.140514,-0.502077,1
-0.585079,-0.301358,-0.091264,0.06637,-0.239426,1
-0.515952,-0.28118,-0.104015,0.051087,-0.211843,1
-2.318453,-1.323571,-0.311258,0.228978,-1.058191,1
-1.748059,-0.955472,-0.284956,0.189292,-0.68644,1
-1.933385,-1.042774,-0.312213,0.202622,-0.769891,1
-1.287359,-0.700654,-0.221537,0.118307,-0.51039,1
-1.674717,-0.891479,-0.27713,0.160244,-0.672253,2
-1.308566,-0.693836,-0.229635,0.134662,-0.542616,1
-1.24463,-0.66706,-0.196724,0.124553,-0.506502,1
-1.443033,-0.779242,-0.242645,0.129531,-0.574856,2
-1.005144,-0.541843,-0.190065,0.105685,-0.416242,1
-1.129373,-0.596872,-0.167915,0.13947,-0.466126,1
-0.835201,-0.484257,-0.146711,0.075369,-0.325837,1
-2.185751,-1.182145,-0.368228,0.236002,-0.886919,1
-1.160611,-0.618136,-0.207427,0.121413,-0.481305,1
-0.883573,-0.500149,-0.159582,0.100926,-0.343238,1
-1.741647,-0.934811,-0.300152,0.184702,-0.70693,1
-1.517808,-0.818589,-0.236825,0.168766,-0.59839,1
-1.346747,-0.710923,-0.232384,0.139979,-0.55786,1
-1.949773,-1.054798,-0.321371,0.210332,-0.788481,1
-0.908587,-0.504195,-0.176481,0.091958,-0.369883,1
-1.292581,-0.714741,-0.224036,0.131491,-0.534217,1
-2.295233,-1.265023,-0.390161,0.230359,-0.963512,1
-1.310383,-0.692387,-0.237507,0.126171,-0.541378,1
-1.667805,-0.909236,-0.280137,0.16788,-0.655122,1
-0.804195,-0.441048,-0.146134,0.070127,-0.310737,2
-1.599998,-0.855448,-0.256492,0.171241,-0.641856,1
-1.688008,-0.918361,-0.294368,0.1721,-0.68851,1
-1.288673,-0.694133,-0.203429,0.139654,-0.508111,1
-1.2395,-0.668982,-0.204036,0.137251,-0.490065,1
-0.778303,-0.3989,-0.130017,0.042595,-0.32031,2
-1.406913,-0.763642,-0.228549,0.151323,-0.551583,1
-1.315522,-0.69944,-0.227849,0.135191,-0.538835,1
-1.175973,-0.63647,-0.197087,0.106421,-0.468067,2
-1.448575,-0.775618,-0.245588,0.153901,-0.593276,1
-1.005943,-0.545999,-0.186127,0.111653,-0.415494,1
-1.701989,-0.910652,-0.247173,0.120717,-0.679864,1
-0.916608,-0.49663,-0.147925,0.09666,-0.353217,1
-2.734034,-1.46084,-0.451347,0.283097,-1.10139,1
-1.940175,-1.044356,-0.324846,0.202063,-0.789399,1
-1.381701,-0.745251,-0.243892,0.140567,-0.558661,1
-2.607623,-1.436715,-0.43619,0.268695,-1.077488,1
-1.088412,-0.589295,-0.190636,0.118017,-0.439976,1
-0.894695,-0.477464,-0.148691,0.112678,-0.370428,1
-0.651905,-0.377095,-0.101029,0.073392,-0.257412,1
-1.107951,-0.614087,-0.209598,0.119285,-0.449406,1
-1.510894,-0.835949,-0.263395,0.163532,-0.595502,1
-1.218584,-0.670781,-0.212203,0.104787,-0.479621,2
-1.204138,-0.649434,-0.20695,0.128141,-0.487282,1
-1.587839,-0.862268,-0.270973,0.169167,-0.637444,1
-1.369719,-0.735637,-0.238516,0.141619,-0.560768,1
-0.92203,-0.522156,-0.156111,0.089809,-0.370369,1
-1.234499,-0.659298,-0.201608,0.141652,-0.507127,1
-0.708307,-0.365237,-0.099483,0.091653,-0.292707,1
-2.130773,-1.144009,-0.34636,0.227825,-0.854836,1
-1.304401,-0.685019,-0.193025,0.142063,-0.521133,1
-1.014611,-0.567288,-0.159713,0.09694,-0.395015,1
-1.935949,-1.025502,-0.331414,0.19942,-0.796183,1
-1.552855,-0.842864,-0.252202,0.165374,-0.606885,1
-1.101068,-0.599175,-0.203158,0.109518,-0.448345,1
-1.195607,-0.62143,-0.176044,0.134522,-0.482291,1
-1.606025,-0.866127,-0.262534,0.176923,-0.645444,1
-1.522342,-0.813565,-0.269661,0.161629,-0.630095,1
-0.945259,-0.511505,-0.142646,0.114659,-0.378245,1
-1.010744,-0.532078,-0.175035,0.110286,-0.419396,1
-0.656903,-0.368474,-0.091545,0.085495,-0.249297,1
-2.474231,-1.333664,-0.410606,0.26606,-1.009584,1
-1.397812,-0.756128,-0.247526,0.145383,-0.567527,1
-1.398303,-0.768775,-0.239011,0.151872,-0.553702,1
-1.843982,-0.985402,-0.285467,0.212951,-0.741272,1
-1.358803,-0.727097,-0.221857,0.147847,-0.544172,1
-1.253396,-0.680988,-0.22922,0.129868,-0.510472,1
-0.851596,-0.437222,-0.121005,0.082704,-0.332569,1
-1.128331,-0.574634,-0.190106,0.114134,-0.48435,1
-1.465766,-0.779043,-0.247388,0.152476,-0.595422,1
-1.535261,-0.816462,-0.262871,0.159929,-0.626229,1
-1.862889,-0.985261,-0.285804,0.20155,-0.75348,1
-1.322298,-0.72352,-0.238161,0.134866,-0.538082,1
-1.639642,-0.858091,-0.273332,0.165794,-0.673123,1
-1.548534,-0.819209,-0.253027,0.159259,-0.628409,1
-2.684211,-1.458643,-0.391129,0.168106,-1.095179,1
-1.1374,-0.616961,-0.174116,0.130105,-0.441963,1
-1.22617,-0.657319,-0.20724,0.132776,-0.505106,1
-1.213329,-0.657933,-0.187491,0.14882,-0.493913,1
-1.261509,-0.67053,-0.212491,0.102623,-0.503007,2
-1.326355,-0.720435,-0.223127,0.142592,-0.540901,1
-1.137392,-0.602526,-0.18072,0.117985,-0.457776,1
-2.140187,-1.160569,-0.363136,0.225962,-0.858946,1
-1.095707,-0.591188,-0.20018,0.111672,-0.446575,1
-0.538713,-0.278723,-0.063217,0.070977,-0.204123,1
-0.936175,-0.501895,-0.140771,0.108788,-0.373744,1
-0.628825,-0.338301,-0.127616,0.071351,-0.273491,1
-0.860175,-0.46387,-0.145319,0.067878,-0.332174,2
-1.40137,-0.768343,-0.238539,0.142159,-0.576009,1
-1.331458,-0.706567,-0.215506,0.124318,-0.526563,2
-0.834922,-0.460237,-0.168656,0.082764,-0.339134,1
-1.024793,-0.547848,-0.166564,0.095726,-0.412798,2
-1.123006,-0.619008,-0.202707,0.103187,-0.462345,1
-1.791307,-0.965759,-0.293134,0.196446,-0.715241,1
-1.574895,-0.842646,-0.254972,0.170234,-0.633874,1
-0.746561,-0.399306,-0.139239,0.071592,-0.306879,1
-0.950772,-0.524144,-0.156701,0.088666,-0.388228,1
-0.721335,-0.380295,-0.12879,0.067155,-0.29244,1
-0.845235,-0.490161,-0.1294,0.109179,-0.306033,1
-1.712924,-0.926738,-0.302345,0.175621,-0.698954,1
-1.052356,-0.549619,-0.153468,0.124705,-0.425091,1
-1.669719,-0.912703,-0.283631,0.165247,-0.69207,1
-1.391837,-0.751514,-0.224689,0.151638,-0.550244,1
-0.742252,-0.453007,-0.098146,0.063478,-0.26945,1
-1.453785,-0.779824,-0.249699,0.154657,-0.592133,1
-1.141946,-0.60983,-0.200885,0.118698,-0.471063,1
-0.884544,-0.482255,-0.126187,0.100968,-0.32593,1
-3.496869,-1.883063,-0.565244,0.333764,-1.422805,1
-0.974962,-0.532288,-0.164149,0.101964,-0.389924,1
-0.718882,-0.411874,-0.126298,0.076671,-0.269532,1
-1.421788,-0.76707,-0.225667,0.157275,-0.567115,1
-0.472413,-0.268556,-0.086848,0.042448,-0.207924,1
-1.199093,-0.652742,-0.197766,0.132875,-0.478438,1
-1.214633,-0.660453,-0.214887,0.109976,-0.479782,1
-1.774938,-0.93858,-0.289615,0.188074,-0.727848,1
-1.480284,-0.793727,-0.251094,0.156699,-0.600205,1
-1.622709,-0.858385,-0.256293,0.177707,-0.658995,1
-2.366328,-1.306285,-0.364519,0.216151,-0.993056,1
-1.022506,-0.553944,-0.182147,0.113687,-0.424212,1
-2.108035,-1.142266,-0.368524,0.225225,-0.856337,1
-2.296348,-1.238238,-0.398331,0.238856,-0.932238,1
-0.703951,-0.389446,-0.138752,0.069612,-0.279408,1
-1.549873,-0.826868,-0.259564,0.16361,-0.629327,1
-1.430429,-0.766188,-0.222667,0.171206,-0.578021,1
-2.22071,-1.20223,-0.371111,0.247674,-0.906718,1
-1.550376,-0.821154,-0.259412,0.139487,-0.626157,2
-0.409464,-0.230491,-0.086284,0.040457,-0.160072,1
-0.882554,-0.478357,-0.168607,0.089671,-0.360836,1
-0.890981,-0.498354,-0.138288,0.116665,-0.342896,1
-1.188637,-0.623908,-0.180112,0.1387,-0.485783,1
-1.774289,-0.966734,-0.294274,0.196776,-0.711793,1
-1.009683,-0.539745,-0.185704,0.11121,-0.42031,1
-1.618106,-0.872971,-0.26007,0.170668,-0.638743,1
-1.646345,-0.870322,-0.260733,0.178955,-0.669022,1
-0.440877,-0.248275,-0.103559,0.031606,-0.177661,1
-0.66281,-0.325302,-0.087407,0.07924,-0.278297,1
-0.715714,-0.4203,-0.109188,0.066395,-0.327187,1
-2.283514,-1.215741,-0.380752,0.248351,-0.936494,1
-1.663991,-0.882339,-0.280914,0.180826,-0.690071,1
-1.177228,-0.647519,-0.209443,0.123062,-0.467327,1
-1.300079,-0.684592,-0.199304,0.139709,-0.525311,1
-1.015536,-0.546763,-0.14985,0.118002,-0.392814,1
-1.615126,-0.875815,-0.287981,0.158246,-0.664482,1
-2.408521,-1.303383,-0.417098,0.251379,-0.976563,1
-1.464825,-0.78566,-0.234748,0.149815,-0.577788,1
-1.530264,-0.812228,-0.236735,0.168454,-0.612896,1
-1.872512,-0.999214,-0.295222,0.211284,-0.759026,1
-2.683347,-1.444044,-0.440265,0.262732,-1.093622,1
-0.758571,-0.420103,-0.127875,0.087274,-0.301067,1
-2.230423,-1.199926,-0.378868,0.23238,-0.906579,1
-2.41101,-1.319846,-0.419664,0.262827,-0.985586,1
-1.219209,-0.654519,-0.195304,0.130946,-0.481047,1
-1.026182,-0.560204,-0.168396,0.083261,-0.40028,2
-1.746919,-0.957291,-0.301156,0.184363,-0.693355,1
-0.997814,-0.546462,-0.177331,0.112649,-0.40196,1
-1.162392,-0.631146,-0.168162,0.144406,-0.452593,1
-0.957306,-0.501045,-0.157054,0.082447,-0.385592,1
-1.61583,-0.870512,-0.264803,0.172962,-0.658689,1
-1.345053,-0.71737,-0.216984,0.142278,-0.535739,1
-0.993226,-0.586298,-0.141321,0.076234,-0.408916,1
-1.159965,-0.611326,-0.172603,0.121208,-0.455374,1
-0.86807,-0.460682,-0.156367,0.086895,-0.357779,1
-1.7221,-0.95543,-0.280909,0.165399,-0.697683,1
-1.377272,-0.714754,-0.220606,0.141628,-0.56145,1
-1.305194,-0.707968,-0.235969,0.130771,-0.524634,1
-0.944436,-0.527797,-0.15158,0.10312,-0.369009,1
-1.313545,-0.701789,-0.221653,0.138853,-0.534034,1
-0.818894,-0.396841,-0.155428,0.071209,-0.367971,1
-0.976955,-0.518236,-0.152442,0.110418,-0.397034,1
-1.639223,-0.88859,-0.274854,0.17366,-0.654633,1
-1.065007,-0.576976,-0.161203,0.127833,-0.420248,1
-1.748194,-0.949254,-0.308292,0.173611,-0.700611,1
-1.411861,-0.761511,-0.232176,0.155967,-0.566933,1
-2.14121,-1.159052,-0.364441,0.214304,-0.876166,1
-1.854695,-0.965048,-0.292524,0.188398,-0.755812,1
-1.837841,-0.986749,-0.309188,0.190069,-0.74037,1
-1.825816,-0.976851,-0.311197,0.189613,-0.744372,1
-2.058213,-1.106115,-0.338363,0.216407,-0.826215,1
-1.310021,-0.7317,-0.226281,0.118048,-0.538007,1
-0.911326,-0.481512,-0.123089,0.111642,-0.355006,1
-1.223919,-0.655221,-0.204839,0.106496,-0.48732,2
-1.757625,-0.936031,-0.299729,0.185356,-0.719072,1
-1.47128,-0.812011,-0.267354,0.139092,-0.599831,1
-1.098371,-0.592134,-0.168872,0.13159,-0.441645,1
-0.971143,-0.517617,-0.162082,0.06888,-0.38552,2
-1.024583,-0.545139,-0.164739,0.113628,-0.422075,1
-0.616293,-0.320285,-0.078005,0.073018,-0.241966,1
-1.116447,-0.606084,-0.211731,0.104254,-0.465249,1
-2.013519,-1.074752,-0.338838,0.208872,-0.818544,1
-1.056111,-0.571154,-0.175778,0.111714,-0.429589,1
-1.755138,-0.940127,-0.291996,0.183981,-0.708239,1
-1.176524,-0.605492,-0.168751,0.126321,-0.474594,1
-1.180052,-0.643809,-0.205176,0.122713,-0.463863,1
-0.496317,-0.27499,-0.060819,0.063743,-0.172273,1
-2.339088,-1.273991,-0.40818,0.237066,-0.951504,1
-1.346428,-0.731668,-0.230199,0.141783,-0.53696,1
-1.521047,-0.811213,-0.238488,0.162081,-0.610489,1
-0.500972,-0.253081,-0.104627,0.044142,-0.229712,1
-0.602443,-0.323413,-0.117746,0.052552,-0.244027,1
-1.12902,-0.602638,-0.206088,0.116404,-0.468171,1
-1.660239,-0.889046,-0.277002,0.176267,-0.680183,1
-2.244349,-1.187538,-0.373349,0.237418,-0.927018,1
-0.944746,-0.494168,-0.13977,0.098143,-0.370465,1
-1.092162,-0.568373,-0.154516,0.123709,-0.436397,1
-0.682604,-0.385221,-0.117445,0.080808,-0.258609,1
-0.72815,-0.411883,-0.152047,0.070308,-0.298779,1
-0.978857,-0.535016,-0.138655,0.117161,-0.366477,1
-1.61285,-0.869366,-0.265131,0.17349,-0.641305,1
-0.540969,-0.245157,-0.089616,0.04855,-0.245072,1
-1.389773,-0.745266,-0.250511,0.145945,-0.571503,1
-0.663947,-0.387415,-0.133722,0.075097,-0.283127,1
-1.254809,-0.68799,-0.159498,0.043016,-0.519572,1
-0.442329,-0.240489,-0.060978,0.055157,-0.1598,1
-1.717134,-0.921266,-0.291928,0.1798,-0.697335,1
-0.859948,-0.472564,-0.161883,0.08668,-0.344583,1
-1.699581,-1.008908,-0.238088,0.211276,-0.822107,1
-0.90773,-0.493252,-0.155316,0.095345,-0.368266,1
-1.522728,-0.810579,-0.259649,0.157258,-0.617587,1
-1.740844,-0.939288,-0.299686,0.173299,-0.710041,1
-1.050829,-0.55645,-0.157482,0.118047,-0.411758,1
-1.324178,-0.700507,-0.215317,0.146664,-0.546456,1
-0.415402,-0.246854,-0.098174,0.042769,-0.173245,1
-1.829043,-0.963744,-0.302528,0.192138,-0.751817,1
-1.11549,-0.619413,-0.1955,0.104734,-0.439669,2
-0.528375,-0.272154,-0.07404,0.060062,-0.209409,1
-1.383795,-0.737588,-0.230052,0.145988,-0.564849,1
-1.09502,-0.587756,-0.184794,0.118306,-0.447323,1
-1.211956,-0.645096,-0.211018,0.126349,-0.494695,1
-1.282,-0.697122,-0.227081,0.123235,-0.527844,1
-1.316449,-0.719919,-0.241205,0.137291,-0.531004,1
-1.177,-0.636028,-0.206011,0.12743,-0.480161,1
-2.068505,-1.116741,-0.333185,0.227127,-0.837456,1
-1.155092,-0.631192,-0.185742,0.12779,-0.467726,1
-1.14869,-0.62809,-0.20236,0.12421,-0.461993,1
-1.38467,-0.751998,-0.22769,0.153684,-0.550556,1
-1.94607,-1.045542,-0.330751,0.205281,-0.787664,1
-1.103149,-0.579153,-0.181567,0.124112,-0.458326,1
-1.437795,-0.775583,-0.226654,0.165715,-0.578233,1
-1.547182,-0.840063,-0.275518,0.160465,-0.629091,1
-1.540867,-0.832345,-0.265117,0.164968,-0.624398,1
-0.989001,-0.535448,-0.16771,0.112634,-0.408605,1
-0.946164,-0.511742,-0.1677,0.09746,-0.39736,1
-1.478596,-0.810876,-0.242611,0.165952,-0.580074,1
-0.822816,-0.448966,-0.155091,0.090526,-0.34295,1
-1.925961,-1.030618,-0.308874,0.209252,-0.775233,1
-2.280307,-1.250853,-0.382873,0.201146,-0.93072,1
-0.754342,-0.417532,-0.148653,0.078414,-0.3065,1
-1.023055,-0.550933,-0.19177,0.097996,-0.412655,1
-1.043594,-0.547474,-0.168923,0.119173,-0.431374,1
-1.211405,-0.660523,-0.22199,0.130545,-0.496615,1
-1.563383,-0.849451,-0.272367,0.164639,-0.628906,1
-0.764093,-0.428566,-0.149301,0.07893,-0.299423,1
-1.049507,-0.565333,-0.199694,0.107268,-0.439242,1
-1.090484,-0.602935,-0.207773,0.115542,-0.460527,1
-3.614464,-1.969776,-0.584579,0.327845,-1.458155,1
-1.267427,-0.69835,-0.216949,0.140698,-0.497092,1
-2.674951,-1.44288,-0.455055,0.281219,-1.085945,1
-1.563956,-0.839428,-0.255768,0.169009,-0.636048,1
-1.451511,-0.788437,-0.251955,0.132594,-0.612295,1
-1.594161,-0.852787,-0.265738,0.173528,-0.645604,1
-1.494644,-0.795972,-0.238185,0.158525,-0.597884,1
-1.365981,-0.713212,-0.214206,0.149118,-0.559187,1
-1.525034,-0.804353,-0.252847,0.155462,-0.622715,1
-1.26132,-0.687306,-0.213567,0.14282,-0.533904,1
-1.578702,-0.837962,-0.251055,0.162238,-0.624932,1
-0.811101,-0.446627,-0.141439,0.085648,-0.318473,1
-1.033389,-0.555798,-0.190801,0.110246,-0.430184,1
-1.717941,-0.925628,-0.284932,0.179344,-0.699798,1
-1.335368,-0.718935,-0.207528,0.133342,-0.536024,1
-1.343554,-0.710022,-0.221956,0.137955,-0.543591,1
-1.728221,-0.925517,-0.271752,0.197263,-0.695439,1
-1.369156,-0.763895,-0.226739,0.149931,-0.545999,1
-0.93838,-0.512005,-0.158552,0.091076,-0.379835,1
-0.907539,-0.474427,-0.142833,0.100605,-0.368867,1
-0.85415,-0.473372,-0.144626,0.087745,-0.356978,1
-0.723796,-0.399873,-0.125613,0.083642,-0.28732,1
-2.289805,-1.225291,-0.378854,0.238867,-0.919752,1
-1.857788,-0.993475,-0.296148,0.193215,-0.737199,1
-1.209921,-0.658542,-0.222426,0.122684,-0.492925,1
-0.506091,-0.268831,-0.091545,0.049345,-0.200058,1
-0.651307,-0.349049,-0.119663,0.063489,-0.269241,1
-0.423429,-0.243807,-0.093221,0.036325,-0.160903,2
-1.199686,-0.634499,-0.204339,0.12459,-0.495421,1
-0.886257,-0.47354,-0.160743,0.062308,-0.357602,2
-1.052974,-0.563474,-0.180183,0.109412,-0.422779,1
-1.448128,-0.788829,-0.244205,0.171011,-0.58416,1
-0.963406,-0.521697,-0.163442,0.089742,-0.382379,1
-1.192634,-0.646908,-0.20491,0.125727,-0.475199,1
-2.341403,-1.261685,-0.399597,0.245372,-0.948829,1
-2.02789,-1.077601,-0.333114,0.213508,-0.825318,1
-1.332577,-0.704618,-0.210672,0.146829,-0.54366,1
-1.082539,-0.586304,-0.179121,0.092517,-0.424479,2
-1.559508,-0.844512,-0.262933,0.1674,-0.627231,1
-1.393864,-0.767786,-0.243277,0.133555,-0.585148,1
-1.317063,-0.707057,-0.208951,0.137734,-0.51307,1
-1.565714,-0.8271,-0.261126,0.162052,-0.638034,1
-1.302854,-0.698617,-0.215031,0.120194,-0.517906,2
-1.182924,-0.628839,-0.206104,0.117807,-0.480059,1
-0.66061,-0.377704,-0.106956,0.061874,-0.271743,1
-1.193823,-0.620191,-0.185993,0.134124,-0.491744,1
-1.556799,-0.844842,-0.251753,0.16604,-0.614207,1
-1.187345,-0.646572,-0.194761,0.111945,-0.47155,2
-1.984802,-1.058786,-0.332295,0.209205,-0.804397,1
-2.193687,-1.194028,-0.379343,0.228683,-0.882201,1
-0.740181,-0.418241,-0.124419,0.065465,-0.304252,1
-1.355536,-0.716747,-0.228624,0.144034,-0.555559,1
-1.130438,-0.631839,-0.205887,0.108763,-0.468228,1
-0.464893,-0.275215,-0.097718,0.047116,-0.173606,1
-1.470557,-0.790305,-0.261431,0.154665,-0.602685,1
-1.731804,-0.930376,-0.286347,0.183911,-0.700411,1
-0.567687,-0.303204,-0.119376,0.032686,-0.262506,1
-0.881292,-0.47627,-0.167813,0.088231,-0.372444,1
-1.324469,-0.72326,-0.22701,0.129632,-0.541086,1
-1.217238,-0.629491,-0.213554,0.127687,-0.518376,1
-0.575597,-0.302108,-0.092897,0.058716,-0.22692,1
-1.94322,-1.047846,-0.329071,0.203514,-0.796196,1
-1.510406,-0.810161,-0.24637,0.137811,-0.597464,2
-1.10942,-0.605778,-0.179828,0.124745,-0.432263,1
-0.820839,-0.426926,-0.110808,0.09974,-0.326427,1
-1.65008,-0.890258,-0.273335,0.173788,-0.660604,1
-0.935091,-0.510141,-0.1686,0.096328,-0.37887,1
-1.741762,-0.924011,-0.285869,0.186,-0.706798,1
-1.932813,-1.040591,-0.311537,0.207824,-0.766671,1
-0.837874,-0.451873,-0.139296,0.092878,-0.332773,1
-1.181322,-0.651027,-0.220186,0.123824,-0.484442,1
-0.907167,-0.50995,-0.137418,0.106834,-0.335377,1
-2.022185,-1.104447,-0.342834,0.216749,-0.810507,1
-2.035774,-1.086444,-0.339759,0.21795,-0.834972,1
-0.644722,-0.360866,-0.120949,0.066479,-0.252302,1
-1.087521,-0.60076,-0.181762,0.104881,-0.444648,1
-2.480802,-1.341537,-0.409933,0.265697,-0.990794,1
-1.834949,-0.979373,-0.304063,0.157494,-0.744005,2
-1.384702,-0.738884,-0.243392,0.139683,-0.566337,1
-2.068559,-1.141942,-0.349591,0.244199,-0.83903,1
-1.479005,-0.793946,-0.26156,0.153841,-0.606257,1
-1.755825,-0.925044,-0.291626,0.185513,-0.721632,1
-0.864116,-0.473006,-0.163188,0.093328,-0.359519,1
-1.668872,-0.866714,-0.265425,0.174182,-0.688408,1
-0.734735,-0.407251,-0.122268,0.07906,-0.303934,1
-1.141745,-0.603646,-0.175503,0.119691,-0.448106,1
-1.20745,-0.645861,-0.173789,0.136408,-0.466256,1
-1.307431,-0.680972,-0.198658,0.131168,-0.523448,1
-0.821695,-0.429485,-0.153127,0.078387,-0.345832,1
-1.682021,-0.896023,-0.2838,0.175276,-0.685127,1
-1.429945,-0.781028,-0.247076,0.15252,-0.571798,1
-0.913752,-0.51507,-0.150138,0.076706,-0.388159,1
-0.861814,-0.507118,-0.12756,0.073507,-0.369059,1
-0.505544,-0.307168,-0.085195,0.068679,-0.199312,1
-1.539927,-0.904602,-0.182015,0.149017,-0.736101,1
-0.955265,-0.516138,-0.164526,0.098162,-0.405956,1
-1.577523,-0.847038,-0.26074,0.171513,-0.636465,1
-1.752167,-0.928577,-0.289673,0.182554,-0.711057,1
-1.319194,-0.731102,-0.215789,0.147343,-0.50607,1
-1.316729,-0.705072,-0.230532,0.131142,-0.533053,1
-1.154495,-0.608508,-0.202937,0.116479,-0.479978,1
-1.901386,-1.024637,-0.307877,0.210409,-0.770736,1
-1.229503,-0.660293,-0.223432,0.126688,-0.505893,1
-1.943873,-1.055984,-0.33434,0.201139,-0.777547,1
-1.653739,-0.889036,-0.287223,0.173515,-0.674851,1
-1.459536,-0.807431,-0.259654,0.156032,-0.595748,1
-1.63355,-0.873308,-0.2717,0.175495,-0.661625,1
-1.047699,-0.568113,-0.190162,0.111416,-0.426002,1
-1.403003,-0.756294,-0.240131,0.144165,-0.561632,1
-1.616966,-0.868032,-0.266651,0.173147,-0.659099,1
-1.65076,-0.900606,-0.285796,0.165789,-0.674139,1
-2.27657,-1.217719,-0.385013,0.240939,-0.931441,1
-1.013429,-0.583571,-0.175434,0.103884,-0.381894,1
-1.467337,-0.785354,-0.228383,0.166057,-0.586799,1
-0.825397,-0.44485,-0.128628,0.048381,-0.313826,2
-1.363594,-0.73208,-0.2291,0.144058,-0.547366,1
-1.385861,-0.749572,-0.242155,0.138915,-0.572978,1
-0.835288,-0.423139,-0.116588,0.10138,-0.34146,1
-1.843666,-0.999045,-0.311557,0.19919,-0.740608,1
-1.149137,-0.613712,-0.189992,0.12369,-0.461877,1
-1.846689,-0.98977,-0.30671,0.190882,-0.744338,1
-0.610125,-0.343267,-0.129968,0.055629,-0.24212,1
-1.338845,-0.731153,-0.2456,0.139597,-0.545111,1
-1.144812,-0.589787,-0.193049,0.112528,-0.483412,1
-1.733683,-0.935917,-0.288558,0.184784,-0.692335,1
-1.073631,-0.581732,-0.195762,0.111023,-0.439859,1
-1.593188,-0.864735,-0.267124,0.167398,-0.632848,1
-0.750792,-0.4167,-0.128516,0.064004,-0.317134,1
-0.448627,-0.259789,-0.060044,0.05547,-0.145199,1
-0.841674,-0.44767,-0.152947,0.084379,-0.341764,1
-1.612195,-0.842354,-0.251958,0.166705,-0.646023,1
-1.309455,-0.715802,-0.232424,0.130088,-0.528795,1
-1.285199,-0.698088,-0.229512,0.137635,-0.523229,1
-1.974775,-1.105271,-0.356841,0.256813,-0.842263,1
-1.547309,-0.824484,-0.255067,0.158215,-0.622132,1
-1.620111,-0.870188,-0.248496,0.175024,-0.637861,1
-0.883017,-0.492348,-0.152666,0.095935,-0.367861,1
-1.529016,-0.837071,-0.260064,0.156655,-0.628682,1
-0.837039,-0.458872,-0.134141,0.104263,-0.332066,1
-1.602288,-0.859825,-0.254837,0.175103,-0.643126,1
-0.881095,-0.498703,-0.13445,0.102829,-0.322402,1
-0.608239,-0.338243,-0.1189,0.051133,-0.231045,1
-2.169268,-1.169341,-0.366523,0.221001,-0.869068,1
-1.696038,-0.904639,-0.279084,0.179536,-0.686492,1
-1.666255,-0.878439,-0.267583,0.176696,-0.676228,1
-1.704829,-0.914304,-0.286323,0.170321,-0.683692,1
-1.348308,-0.722768,-0.235592,0.141268,-0.554085,1
-1.382601,-0.732672,-0.223604,0.150347,-0.558055,1
