@relation car-evaluation_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A7-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Class {1,2,3,4}

@data
0.021721,0.040512,0.00752,0.006437,-0.018301,-0.024595,1
-0.013913,0.012427,0.051544,0.012496,0.032844,-0.018821,1
0.027391,-0.040414,0.016734,-0.035354,-0.023043,0.02044,1
-0.001795,-0.016365,0.026487,-0.044255,-0.016551,0.013606,1
-0.002077,-0.000536,0.098644,-0.004761,-0.02245,-0.015157,2
-0.022584,0.050037,0.01225,0.029918,-0.003058,-0.004111,1
-0.030037,0.034704,0.048995,0.044057,-0.001101,0.046744,1
-0.056664,0.000946,0.077505,-0.004491,-0.049509,-0.003583,2
-0.071455,0.025313,0.060606,0.004536,-0.013916,-0.009618,1
-0.029829,0.027424,0.064428,0.031257,0.002542,-0.024274,1
-0.037464,0.021588,0.083128,0.056982,-0.012552,0.019012,2
-0.021005,0.030293,0.083874,-0.0005,-0.037155,-0.011219,2
-0.047741,-0.037695,0.044758,0.02647,-0.025706,-0.00823,1
-0.064356,-0.000462,0.03835,0.014965,-0.029306,0.051466,1
-0.048747,-0.000894,0.047231,0.025649,-0.068403,0.030018,4
-0.003837,0.028705,0.008976,0.037245,-0.005404,-0.015618,1
-0.048237,0.0285,0.053399,-0.009293,-0.024511,0.004234,1
-0.010566,0.027577,0.077395,0.001074,-0.041301,0.007121,4
-0.043092,0.028568,0.071371,0.001028,-0.046054,0.043031,1
0.015607,0.01936,0.039988,-0.004526,-0.032196,0.023346,3
-0.004109,-0.022768,0.018124,-0.028489,-0.027656,-0.042151,1
-0.05523,0.004857,0.033536,0.040428,-0.031009,-0.005866,1
-0.017868,0.009392,0.071718,-0.003857,-0.000404,-0.001278,1
-0.035786,-0.004487,0.064548,-0.001342,-0.057801,0.033098,3
-0.000461,-0.006122,0.07272,0.02857,0.013101,-0.009871,1
-0.065488,-0.001924,0.058059,0.027267,-0.009813,-0.016637,1
-0.027056,0.025517,0.016182,0.051074,0.005191,-0.02947,1
-0.075932,0.052032,0.077037,0.032994,-0.034816,-0.016645,1
-0.046079,0.046617,0.041105,-0.014684,-0.043864,-0.026164,1
-0.008971,-0.030511,-0.011422,0.017054,-0.0401,-0.004062,1
0.014658,0.008402,0.077743,-0.003812,0.004349,-0.037188,1
0.001217,-0.032197,0.054141,-0.029755,-0.032148,0.004215,1
-0.066832,0.055134,0.074835,0.059669,-0.023111,0.00461,1
0.030002,0.019679,0.013336,0.013402,-0.003094,0.024144,1
-0.013145,0.032883,-0.004255,0.023369,-0.020751,0.034144,1
-0.04279,0.031018,0.047111,0.058248,-0.00806,-0.027354,1
-0.051916,0.025699,0.051925,0.032785,-0.006357,0.029977,1
-0.065128,0.030322,0.106649,0.011394,-0.004861,0.016833,1
-0.019661,-0.026765,0.067098,-0.032903,-0.023856,-0.032466,1
0.011464,0.033731,0.032043,-0.006724,0.002895,-0.035366,1
-0.039257,-0.014569,0.078507,0.027937,-0.036005,-0.012176,2
-0.010441,0.022509,0.037586,-0.016783,0.011047,0.026453,1
0.01309,-0.031002,0.003693,0.016738,-0.017794,0.020273,1
-0.000825,0.012872,0.03663,0.051745,-0.021001,-0.025009,2
-0.06567,0.007573,0.040014,0.038854,-0.026863,-0.024206,1
-0.045791,-0.012298,0.017031,0.033879,-0.048703,0.03239,2
0.032833,0.013343,0.022945,0.039489,-0.035742,0.007184,3
0.000311,-0.036906,0.004421,0.032142,-0.011345,0.024761,1
-0.019233,0.013948,0.025601,0.011194,-0.048053,0.003499,2
-0.095674,0.007687,0.057786,0.010243,-0.016869,-0.003556,1
-0.045745,0.042421,0.077311,0.050018,-0.02776,-0.029726,1
-0.007454,0.005413,0.014847,-0.012332,-0.06805,0.018925,3
-0.013756,0.001667,0.019196,-0.00914,-0.013605,-0.009389,1
-0.035483,-0.002037,0.040288,0.055877,-0.019808,-0.037287,1
-0.038282,-0.002347,0.091146,0.037272,-0.009049,0.046496,2
0.037309,-0.013376,0.006513,0.011031,-0.014841,0.014211,1
-0.092844,0.001352,0.067395,0.03633,-0.049516,-0.020516,1
-0.040294,0.027924,0.073519,0.030895,0.020095,0.035972,1
-0.056721,0.005374,0.019651,-0.01076,-0.014212,0.00818,1
-0.032602,0.029331,0.112673,0.011439,-0.000108,-0.019077,2
-0.0696,0.005802,0.110581,0.03255,0.003388,-0.008526,1
-0.045042,0.003171,0.099099,-0.006381,-0.023057,0.002412,2
-0.089529,0.022193,0.085784,0.028688,-0.024864,0.015327,1
-0.056392,0.052418,0.068357,0.061243,-0.027257,0.02295,1
-0.041112,0.004942,0.028532,-0.000077,-0.053309,-0.013268,2
-0.002498,0.022886,0.0047,0.012144,-0.021254,-0.018532,1
0.006966,0.006994,0.038588,0.015644,0.024552,0.01786,1
-0.059161,0.003086,0.104103,0.034124,-0.000758,0.009814,1
0.021757,-0.017373,0.055487,0.006617,-0.011042,0.023896,2
-0.062814,0.037679,0.062006,-0.015633,-0.070663,-0.004133,1
0.001155,0.023471,0.008786,-0.028722,-0.026,0.034311,1
-0.017893,0.008129,0.021325,-0.013907,-0.063904,0.000584,3
-0.004297,0.037015,0.065584,0.001662,0.003051,0.045336,1
-0.025013,-0.019552,0.033693,-0.030425,-0.005956,-0.000246,1
-0.079909,-0.004458,0.087324,0.010552,-0.025507,0.061151,1
-0.036182,0.020198,0.020997,0.025612,0.006894,0.027861,1
-0.004838,0.014266,-0.001051,0.029122,-0.018951,0.004297,1
-0.006757,-0.017776,0.087143,0.029195,-0.017844,0.0305,2
-0.041659,0.032479,0.027402,0.045947,-0.027554,0.040749,1
-0.04276,0.016219,0.046994,-0.029628,0.009937,-0.008654,1
-0.085668,0.015498,0.105303,-0.024978,-0.025967,-0.002848,1
-0.041415,-0.032686,0.090802,0.033327,-0.016651,0.018222,2
0.018438,0.013025,0.049597,0.021562,-0.064843,0.006386,4
-0.029057,-0.00336,-0.003871,0.034828,-0.021904,0.010359,1
-0.006428,0.021115,0.075267,0.00584,0.008998,-0.002852,1
0.005602,0.01155,-0.007529,0.030696,-0.023097,0.022637,1
-0.033967,0.033887,0.066557,0.026491,-0.047757,-0.0143,2
-0.061537,0.05235,0.050385,0.050922,-0.005714,-0.015847,1
-0.023199,0.070061,0.048201,0.00471,-0.025061,-0.029312,1
-0.047721,0.014808,0.107651,0.043821,0.008644,0.00824,1
-0.017221,-0.016323,0.043229,0.017571,-0.077198,0.014022,4
-0.018378,-0.020001,0.06555,0.031085,-0.044297,0.024506,4
-0.016195,-0.000622,0.103649,0.035744,-0.000151,-0.007755,2
-0.011472,0.022869,0.027675,0.06297,-0.020498,0.027668,2
-0.043703,-0.002648,0.094822,-0.031482,-0.038908,-0.000502,2
0.008999,0.03018,0.066102,0.02811,-0.04715,-0.031869,2
-0.082713,0.004094,0.075103,-0.016748,-0.006267,-0.000475,1
0.019438,0.027463,0.059624,0.029685,-0.051296,-0.013529,4
-0.076932,0.037594,0.067011,0.024871,-0.048364,0.003269,1
-0.038955,0.022105,0.069242,0.005794,0.004245,0.033058,1
-0.037979,0.035281,0.028876,0.003868,-0.045707,0.015006,1
-0.014063,0.015279,0.093966,0.031565,-0.006097,0.040433,2
-0.030672,0.002226,0.022053,0.001497,-0.057455,0.005073,2
-0.027358,0.023067,0.040442,-0.006145,-0.032803,0.040915,1
-0.01622,-0.001885,0.053255,0.025694,-0.06365,-0.005892,4
-0.017258,0.040608,0.048267,0.028653,-0.00755,0.042255,1
-0.022245,0.02978,-0.002053,-0.003306,-0.032456,0.012889,1
-0.019723,0.028903,0.021743,-0.031871,-0.017708,-0.002371,1
-0.088529,0.036632,0.095811,0.036811,-0.011316,-0.004588,1
-0.009623,0.046444,0.029567,0.002927,0.007544,-0.00103,1
0.036152,-0.017055,0.028835,0.024545,0.01806,0.024694,1
0.049907,0.002024,-0.01226,0.007215,-0.038341,0.002154,1
-0.06531,0.039819,0.088604,0.022981,-0.021911,0.009264,1
-0.086032,0.034492,0.069213,-0.001804,-0.060068,-0.017985,1
-0.024956,-0.023981,0.091548,-0.024155,-0.041254,-0.012009,1
-0.047621,0.008476,0.017448,0.015915,-0.002507,0.029435,1
0.004172,-0.043601,0.02394,-0.021524,-0.012448,0.006587,1
-0.042269,0.001264,0.050853,0.013437,-0.020408,-0.002785,1
0.002854,0.015673,0.038104,0.009666,-0.039154,-0.050752,2
-0.025138,-0.014484,0.073503,-0.012568,-0.058304,-0.019578,2
-0.078908,0.00998,0.097351,0.018675,-0.011959,0.041236,1
0.026865,0.040579,0.025491,0.016759,-0.039845,0.014203,3
-0.028333,0.010846,0.027804,-0.015481,-0.059758,-0.017756,2
0.020054,0.007439,0.023673,0.054893,-0.029293,0.011672,2
-0.052192,0.025466,0.073573,-0.025647,-0.057758,0.021777,1
0.039649,-0.004756,0.012264,-0.005947,-0.017144,-0.008618,1
-0.080064,0.007255,0.066667,0.020926,-0.055965,-0.025004,1
-0.042597,-0.037627,0.06273,0.036792,-0.047249,0.030568,2
-0.009561,-0.009224,0.074922,0.001895,0.001396,-0.031126,1
-0.012755,0.016105,0.029223,-0.001017,-0.000058,-0.029304,1
-0.013396,0.033913,0.067786,-0.025013,-0.008653,0.024081,1
0.015426,0.028857,0.021943,0.007062,-0.049246,0.015777,3
-0.050915,0.040137,0.061952,0.040908,0.007191,0.010062,1
-0.046407,0.007726,0.052982,0.008671,-0.070706,0.007189,4
-0.033962,-0.017353,0.054057,0.019189,-0.018607,-0.032633,1
-0.073915,-0.029478,0.082165,0.032069,-0.034812,-0.024454,1
-0.006606,-0.020628,0.044722,0.010125,0.021096,-0.028754,1
-0.030313,0.034471,0.070643,-0.014376,-0.052503,0.038543,1
0.019902,0.002138,0.005511,-0.021396,-0.028346,0.022804,1
-0.000304,-0.016882,0.040372,0.006933,-0.033348,-0.00044,2
-0.046621,0.022915,0.027475,0.024038,0.01104,0.00952,1
0.008362,-0.003253,0.092166,-0.003187,-0.026596,0.003183,3
-0.021209,-0.013666,0.055941,0.004998,-0.011649,0.041465,2
-0.043123,0.035213,0.010904,-0.006454,-0.024164,-0.023792,1
-0.040476,0.037421,0.055473,0.042482,0.003045,0.028403,1
-0.005599,-0.014098,0.064822,0.015681,-0.050746,0.020017,4
0.012318,-0.000218,0.071992,0.013166,0.006652,-0.014359,1
-0.071601,-0.023075,0.090528,0.016304,-0.023707,0.031303,2
-0.069443,-0.004958,0.078233,0.010913,-0.043061,0.000905,2
-0.030157,-0.011467,0.076305,0.054612,-0.0243,0.009079,2
-0.066468,0.03614,0.110926,0.036495,0.01099,0.019747,1
0.007305,-0.013263,0.024285,-0.01758,-0.004847,0.034861,1
-0.002826,-0.016005,0.016577,0.035499,-0.048096,0.01482,2
-0.034024,0.038315,0.008702,0.020221,-0.012459,-0.002537,1
-0.028636,-0.026782,0.090074,0.017924,-0.0231,0.013734,2
-0.025018,0.031687,0.046193,-0.023123,-0.035106,0.018086,1
-0.020233,-0.000491,0.015575,0.003071,-0.061601,0.023413,3
-0.009309,-0.010254,0.002881,0.050278,-0.010702,-0.021063,1
0.018802,-0.005969,0.085687,-0.001613,-0.030742,0.021524,3
-0.04093,-0.004555,0.046577,-0.011664,-0.036258,-0.005699,1
-0.077908,0.024418,0.107377,0.026798,0.001588,0.021321,1
0.01777,-0.013762,0.015194,-0.017218,-0.0224,-0.025385,1
-0.0161,0.044286,0.025946,0.015139,-0.040451,0.031772,1
-0.040753,0.037188,0.077121,-0.01595,-0.048357,0.020202,1
0.023915,0.000744,0.043192,0.001227,-0.030396,-0.006502,3
-0.0695,-0.00053,0.020379,0.004644,-0.007763,0.012668,1
-0.008607,-0.049505,0.024668,-0.006121,-0.005999,0.011076,1
0.018745,-0.001541,0.027833,-0.007883,0.004555,0.033287,1
0.001312,-0.022467,0.014448,0.040265,0.002202,0.004847,1
-0.036363,0.029695,0.002952,0.037199,-0.010156,0.020292,1
-0.068651,0.016761,0.072827,0.031836,-0.033156,0.052008,1
0.024915,0.015182,0.053219,0.00935,-0.016848,-0.026417,2
-0.043088,-0.022672,0.058871,-0.006273,-0.016905,0.024699,1
0.028209,-0.016479,0.008716,-0.015644,-0.026546,-0.007044,1
-0.016711,0.013071,0.049397,-0.017371,-0.033305,-0.011761,1
-0.0151,0.058725,0.035972,0.023262,-0.026904,0.011857,1
-0.014423,-0.016967,0.045376,0.047438,-0.011049,0.006963,2
-0.040075,-0.038504,0.086526,0.008226,-0.032502,0.015308,1
-0.051369,-0.001838,0.053055,-0.013238,-0.032112,-0.02404,1
-0.018227,-0.022853,0.023129,0.012016,-0.005356,-0.034749,1
-0.009441,0.036947,0.047612,-0.00866,0.024595,0.006539,1
-0.047054,0.033442,0.081471,-0.012758,0.006088,-0.008112,1
0.011438,0.031514,0.034655,-0.005512,0.016303,0.04322,1
0.00347,-0.00435,0.002153,0.034874,-0.017151,-0.025551,1
-0.039752,0.051626,0.087148,-0.007827,-0.034809,0.000288,1
-0.03576,-0.00227,0.061936,-0.002555,-0.071209,-0.045488,2
-0.014579,0.028971,0.039714,-0.021549,-0.039251,0.036427,1
-0.017711,-0.001368,0.03937,-0.025494,-0.046853,0.008153,2
-0.050936,-0.012365,-0.000941,0.023557,-0.02716,-0.006408,1
0.00301,0.00396,0.058761,-0.000709,-0.008696,0.035403,2
-0.042087,-0.008233,0.068898,0.00185,-0.003357,0.004784,1
-0.011108,0.003875,0.063766,0.039796,0.013603,0.042805,1
0.038649,-0.019195,0.002237,-0.01407,-0.030692,0.011297,1
0.06171,-0.005248,0.027379,-0.006263,0.005162,0.015717,1
-0.002321,0.064629,0.035244,0.007858,-0.033353,0.007369,1
0.024217,0.037418,0.033927,-0.020916,0.009854,0.038732,1
-0.026358,0.037506,0.050469,0.001978,-0.019255,0.021,1
-0.090712,0.017252,0.057712,0.032152,-0.055462,0.027672,1
-0.040658,0.046918,0.037428,0.05407,-0.014006,0.020834,1
-0.049419,0.023559,0.025328,-0.005829,-0.055109,0.01658,1
-0.051374,0.049401,0.065555,-0.005936,-0.061261,-0.005707,1
0.003829,0.027895,0.050743,0.019001,-0.012199,0.007919,2
0.004683,-0.006054,0.090692,0.038892,-0.008443,0.028926,2
-0.009132,0.031489,0.033426,0.045992,-0.022801,0.004839,2
-0.061631,0.04262,0.090078,-0.019098,-0.040065,-0.016479,1
-0.088372,0.025872,0.063463,0.015174,-0.057765,0.004843,1
0.001494,-0.031964,0.032493,0.028677,0.019253,0.012416,1
-0.0685,0.013909,0.030405,0.012767,0.005784,-0.007246,1
-0.074614,-0.007242,0.062874,0.001804,-0.00811,0.040694,1
-0.037615,0.016287,0.064966,-0.019306,-0.011606,0.030143,1
-0.035796,0.054661,0.066974,0.008527,-0.001561,-0.017255,1
0.015248,-0.012885,-0.008602,0.011347,-0.037148,-0.010125,1
-0.048575,0.048757,0.067702,0.023931,0.004888,-0.012767,1
0.012908,-0.021505,-0.014352,0.028325,-0.034845,0.012704,1
-0.041571,0.013252,0.08514,-0.03566,-0.044854,0.047686,1
-0.03859,0.004065,0.052327,-0.028642,-0.038561,-0.028528,1
0.017249,0.015992,0.011452,0.027593,-0.010052,-0.049954,1
-0.034842,0.01438,0.01672,0.000511,-0.008956,0.024947,1
-0.012901,-0.032282,0.059145,0.01075,-0.009849,0.011618,1
-0.04291,0.019071,0.089416,-0.010559,-0.029003,0.0506,1
-0.087189,0.030813,0.091534,0.01171,-0.027167,-0.007502,1
-0.063966,-0.017239,0.071828,-0.009422,-0.008613,-0.011982,1
-0.031835,0.049787,0.056874,0.022313,-0.053703,0.033888,1
-0.004656,0.004769,0.016994,0.017534,-0.001901,0.011866,1
-0.03712,-0.049908,0.056325,0.016457,-0.012802,0.01768,1
-0.034785,0.009951,0.074575,0.006781,-0.044254,0.013184,2
-0.038313,0.004298,0.030679,0.02979,0.01284,-0.020327,1
-0.059004,-0.007674,0.071755,0.012487,-0.047206,0.019246,2
-0.090348,-0.001742,0.093802,0.008978,-0.021361,0.04281,1
-0.025044,-0.004754,0.03381,0.057451,-0.023953,-0.018947,1
-0.026968,0.00629,0.07392,-0.030532,-0.012109,-0.022533,1
0.048749,-0.001654,0.010062,0.020728,-0.00544,0.012637,1
-0.024836,0.02219,0.064238,-0.03471,-0.018055,0.025655,1
0.012657,-0.020475,0.057689,-0.020058,-0.022747,0.002641,2
0.032524,0.018802,0.037131,-0.015163,0.011654,0.008884,1
-0.034144,-0.007856,0.036012,0.030776,-0.035658,-0.040201,1
0.002218,-0.017759,0.064168,-0.021632,-0.018601,-0.015699,1
-0.010102,0.002252,0.023283,-0.050007,-0.018351,0.043454,1
-0.038616,0.001848,0.054939,-0.02743,-0.025154,0.050058,1
-0.006788,-0.011131,0.026677,0.021713,0.004045,-0.036323,1
0.031524,0.004363,0.027105,-0.023286,-0.001894,0.028799,1
-0.027296,-0.032601,0.085797,-0.007177,-0.038951,0.01082,1
-0.002134,0.003892,0.04079,-0.011031,0.012847,-0.003394,1
-0.043885,0.006849,0.076777,-0.019894,-0.055958,-0.008071,2
-0.01941,-0.027795,-0.004943,0.01548,-0.035955,-0.022403,1
0.001056,0.029802,0.098989,-0.000816,-0.014849,0.013116,3
-0.077089,0.048354,0.099359,0.046508,-0.001915,-0.006162,1
0.002036,-0.008262,0.046122,-0.010044,-0.035651,-0.023268,2
-0.06479,0.010065,0.092346,-0.02183,-0.034259,0.033834,1
-0.002801,-0.014742,0.06697,0.045548,0.015404,0.012958,1
-0.029672,0.016664,0.03208,0.00962,-0.043907,-0.014842,2
-0.042446,-0.040479,0.020308,0.017722,-0.008309,-0.028686,1
-0.033351,0.013863,0.030606,0.051699,-0.025754,0.010901,2
-0.088347,0.027135,0.113856,0.025224,0.005734,0.002981,1
-0.036615,0.030725,0.074993,-0.011183,0.001942,0.010229,1
-0.024523,-0.034508,0.037552,0.01264,-0.036301,0.005623,1
-0.01324,-0.012025,0.073448,0.043974,0.019549,-0.005383,1
-0.051217,0.003463,0.071217,0.063051,-0.033059,-0.035171,1
-0.058858,0.040713,0.041833,0.00072,-0.037415,-0.021676,1
0.013294,0.012957,0.031626,0.01124,-0.0433,-0.032411,2
-0.040319,0.026661,0.023125,0.020846,-0.043404,0.037834,1
-0.058676,0.031216,0.059878,-0.010867,-0.020365,-0.014107,1
-0.045381,0.023428,0.113402,0.026843,0.006341,-0.014589,1
-0.021001,-0.020946,0.071374,-0.007802,-0.008006,-0.029552,1
-0.066311,0.02538,0.078577,0.014858,-0.035459,0.029179,1
-0.046564,0.018486,0.08533,0.030307,-0.024257,-0.002243,2
-0.000158,0.031506,0.01045,-0.004834,-0.023557,-0.041361,1
0.033197,-0.005651,0.059035,0.016314,-0.00164,0.022322,2
-0.036,0.010701,0.039042,0.014025,0.023945,0.03543,1
-0.049055,0.004565,0.061418,-0.029004,-0.021008,0.031718,1
-0.026201,0.026746,0.018121,-0.019659,-0.065704,0.030432,1
-0.032445,0.018571,0.080325,-0.010197,-0.046557,-0.009645,2
0.000853,-0.013203,0.018051,-0.00658,-0.06625,-0.010923,3
-0.007101,0.045567,0.053363,-0.025638,0.022292,-0.01629,1
-0.012516,0.00218,0.105123,-0.006335,-0.018304,-0.033498,2
-0.062657,-0.008259,0.067668,0.053354,-0.04246,-0.033597,1
-0.039137,0.031602,0.051197,0.017382,-0.012806,0.025489,1
-0.033503,0.008561,0.012444,-0.02459,-0.024807,0.022032,1
0.010463,0.019293,0.022017,-0.014847,-0.010652,-0.015452,1
0.009796,0.000659,0.048197,0.041731,-0.008096,0.000901,2
-0.049696,-0.011852,0.084986,0.026363,-0.031859,-0.030516,1
-0.003983,-0.019683,0.038898,0.049012,-0.015195,0.025304,2
-0.00144,0.032896,0.072581,0.026536,-0.043004,-0.05021,2
-0.025924,0.026979,-0.003527,0.038773,-0.014302,0.038632,1
-0.05816,0.017524,0.11413,0.042247,0.01279,-0.0101,1
-0.023836,0.036629,0.074265,-0.026587,-0.004507,0.005741,1
-0.077933,0.023155,0.056984,0.016748,-0.061911,0.023184,1
-0.06245,0.018685,0.098097,-0.038808,-0.036562,0.011005,1
-0.068443,0.00948,0.08826,0.019036,-0.029513,-0.019009,1
-0.00378,0.024276,0.06683,0.043514,-0.040701,-0.027381,2
0.027052,-0.020157,0.031037,-0.00213,0.006355,0.003439,1
-0.035968,0.00501,0.046503,0.010245,-0.074852,0.025529,4
0.011751,-0.025184,0.007969,0.041839,-0.001943,0.023187,1
-0.03857,0.056568,0.11522,-0.011291,-0.004211,-0.012058,1
-0.036306,0.025267,0.060806,0.043469,-0.045454,0.008529,2
-0.027353,-0.028172,0.027943,-0.013447,-0.003653,0.022583,1
-0.061375,-0.009649,0.005538,0.021983,-0.023014,-0.024748,1
-0.07994,0.002187,0.026857,0.00307,-0.003617,-0.005672,1
-0.011082,0.006091,0.061153,0.038583,0.000196,-0.035781,1
-0.021911,0.025585,0.034154,0.061396,-0.016352,0.009327,2
-0.02666,0.000832,0.059734,0.02412,-0.059504,-0.024233,2
-0.010466,0.021246,-0.012807,-0.026832,-0.052453,0.028316,1
-0.028308,0.012109,0.078197,-0.005431,0.003742,-0.019619,1
0.010645,0.009796,0.040062,-0.026434,0.006398,-0.007883,1
-0.057822,-0.002733,0.099827,0.009023,-0.016608,0.0069,2
-0.02273,0.00165,0.042172,0.041686,-0.012849,0.036811,2
-0.022824,-0.00808,0.081865,-0.028333,-0.0472,0.036179,3
-0.011901,-0.017844,0.069172,0.018873,0.003699,-0.008297,1
-0.04562,0.037353,0.037502,0.032161,0.024588,-0.010395,1
-0.072794,0.031131,0.064882,0.029637,0.001935,-0.006704,1
-0.044042,0.017609,0.109125,0.001742,-0.009509,-0.017503,2
-0.049878,-0.002356,0.06694,0.03795,-0.048909,-0.038085,1
-0.047382,-0.005449,0.093348,0.010597,-0.020754,0.025241,2
-0.047418,0.052435,0.045381,0.010417,-0.028014,-0.02325,1
-0.03281,0.036611,0.097241,0.024239,-0.003751,0.05194,1
-0.016434,0.013304,0.027749,0.041061,0.018096,-0.003561,1
-0.022365,-0.016391,0.025257,0.00725,-0.055655,-0.024775,2
-0.01744,0.050105,0.030222,0.04024,-0.024601,0.034686,1
-0.013088,0.028454,0.0536,0.029639,-0.056049,0.022381,4
-0.067342,0.017587,0.008084,-0.000747,-0.027117,-0.01773,1
-0.003134,-0.010546,0.030763,-0.019154,-0.000701,0.01652,1
-0.014699,-0.0172,0.067024,-0.010994,-0.06245,-0.001238,3
0.000129,-0.027409,-0.013624,0.043729,-0.028396,0.017192,1
-0.049571,-0.016921,0.045176,0.008506,0.020489,-0.011184,1
0.003809,-0.024607,-0.01215,0.00165,-0.046549,-0.008551,1
-0.052218,-0.010975,0.06119,0.054928,-0.046606,-0.015256,1
0.000206,0.012512,0.04654,-0.028009,0.010544,-0.026223,1
-0.053871,0.051541,0.092152,0.032678,-0.01251,0.00769,1
-0.022856,-0.001435,0.021399,-0.035815,-0.02531,-0.030644,1
-0.004078,-0.029413,0.078591,-0.021007,-0.049546,0.024672,1
-0.052036,-0.020472,0.079235,0.04334,-0.029556,-0.007687,1
-0.012906,0.018957,0.071645,0.018052,-0.038998,0.02995,4
-0.077569,0.004161,0.093074,-0.006426,-0.02781,0.038322,1
-0.011311,-0.039131,-0.017172,0.034032,-0.037798,0.018767,1
-0.033012,-0.006394,0.016303,0.018475,-0.055152,0.027901,2
0.010135,-0.019598,0.033894,0.008508,-0.037494,0.017901,3
-0.023402,0.026102,0.020269,0.010208,0.000445,0.023373,1
-0.014397,0.019474,0.05776,-0.033136,-0.022201,0.043996,1
-0.023861,0.000188,0.061882,0.053987,0.006645,-0.031292,1
-0.012087,0.042892,0.063626,0.037762,-0.042501,0.002467,4
-0.011806,0.027064,-0.008531,-0.001731,-0.036602,0.03123,1
-0.012698,0.011677,0.087078,0.005252,-0.035355,-0.041067,2
-0.052708,0.00398,0.057331,0.011863,-0.016262,-0.021125,1
-0.011129,-0.048628,0.000873,0.022445,-0.020747,0.026335,1
-0.03612,-0.03547,0.066352,0.02458,0.000746,-0.002235,1
-0.063789,0.024503,0.102373,-0.013707,-0.020711,0.013919,1
-0.062293,-0.027253,0.103759,0.030179,-0.008359,-0.018459,1
-0.022001,-0.035385,0.061347,-0.015925,-0.021553,-0.009637,1
-0.077751,0.013658,0.075029,0.005161,-0.044861,0.030753,1
-0.042415,-0.047124,0.080775,0.025204,-0.030199,0.038137,1
-0.043249,0.039328,0.103719,0.022665,0.000395,0.0336,1
-0.036735,-0.015446,0.102303,-0.000628,-0.021257,-0.027436,2
0.009281,0.014351,-0.006055,-0.011383,-0.041251,-0.003106,1
0.013778,0.040134,0.040406,-0.02249,0.014,0.020391,1
-0.072889,0.021401,0.104575,-0.040382,-0.032416,-0.007336,1
-0.026044,-0.019192,0.023783,0.049328,-0.037501,0.000968,2
0.004501,0.003443,0.072647,0.050479,-0.025493,0.021357,4
-0.033603,0.014893,0.102647,0.003316,-0.013655,0.000838,2
-0.006453,0.019852,0.024873,-0.004209,-0.054502,-0.00099,3
-0.032007,-0.043195,0.01383,0.019296,-0.012455,-0.010346,1
0.022732,-0.004198,0.01512,0.004691,-0.060994,0.005844,3
0.011293,-0.01592,0.011572,-0.005006,-0.070396,0.007418,3
-0.004291,-0.013271,0.000079,-0.016902,-0.044706,-0.04972,1
0.038831,-0.028692,0.020282,-0.025657,-0.013641,0.018866,1
0.001515,0.021492,0.04238,0.034767,-0.023304,-0.047838,2
0.04065,0.009682,0.02229,0.002176,-0.003597,-0.028533,1
-0.057518,0.034895,0.037556,-0.024381,-0.053266,-0.02459,1
-0.056903,0.014871,0.001606,0.000827,-0.031263,0.000611,1
-0.048419,0.037997,0.035354,0.002294,-0.041561,-0.003335,1
0.011282,0.043228,0.013998,0.004863,-0.014155,-0.042935,1
-0.050697,-0.026291,0.074959,0.01824,-0.045406,-0.010602,2
-0.088711,0.046129,0.077765,0.048398,-0.028367,-0.012157,1
-0.021365,-0.001952,0.035284,0.015373,-0.042107,-0.04469,2
-0.030647,0.003489,0.072446,0.011547,0.006045,0.00321,1
-0.037793,-0.025456,0.034421,-0.015021,0.000493,0.004242,1
-0.044427,-0.016853,0.063148,0.018827,-0.001054,0.027613,1
-0.023188,0.010913,0.045775,-0.005159,-0.081301,0.021041,4
-0.005453,0.03429,0.0349,0.003914,-0.040954,-0.020904,2
-0.058879,-0.012743,0.031945,-0.005369,0.005141,0.038578,1
-0.015095,0.007485,0.023473,0.01596,0.002245,-0.006475,1
-0.035635,-0.007339,0.022127,-0.020412,-0.018861,-0.026156,1
-0.020208,0.000773,0.065968,0.013121,0.001899,0.021551,1
-0.051531,0.060161,0.097903,0.0157,-0.014813,-0.015139,1
-0.035119,-0.021031,0.076378,0.032703,0.014294,-0.022149,1
-0.061344,-0.016294,0.066004,0.029465,-0.044904,0.042075,2
0.001035,-0.0227,0.036096,-0.018167,-0.049199,-0.003354,2
-0.017691,0.051135,0.102263,-0.008143,-0.012503,0.024623,1
-0.06716,0.00809,0.026129,-0.012334,-0.010066,-0.010161,1
-0.021391,-0.004169,0.037896,0.016585,-0.028699,0.033896,2
-0.02222,0.031043,0.04834,0.006744,0.031044,0.011027,1
-0.007283,0.055064,0.035318,-0.014051,0.005241,-0.023859,1
-0.043431,0.048825,0.085674,0.034252,-0.016656,0.026031,1
-0.048232,-0.022739,0.0409,-0.016595,0.004639,-0.014099,1
-0.081404,0.013074,0.070943,0.046027,-0.040115,-0.02209,1
0.023191,-0.013462,0.011518,0.051536,0.007458,0.021613,1
-0.001977,-0.006868,0.008442,-0.032667,-0.033602,0.006037,1
-0.04425,0.024889,0.093692,0.014542,-0.013153,0.053514,1
